,words,tokenised_words,true,pred,sentence,agreement
23311,USG,"['us', '##g']",O,B-LOC,sentence#875,False
23312,/,['/'],O,O,sentence#875,True
23313,China,['china'],B-LOC,B-LOC,sentence#875,True
23314,10-15/12,"['10', '-', '15', '/', '12']",O,O,sentence#875,True
23315,$,['$'],O,O,sentence#875,True
23316,23.50,"['23', '.', '50']",O,O,sentence#875,True
23317,"10,000","['10', ',', '000']",O,O,sentence#875,True
23318,/,['/'],O,O,sentence#875,True
23319,"4,000","['4', ',', '000']",O,O,sentence#875,True
23320,GeePee,"['gee', '##pee']",O,O,sentence#875,True
23321,--,"['-', '-']",O,O,sentence#876,True
23322,New,['new'],B-ORG,B-ORG,sentence#876,True
23323,York,['york'],I-ORG,I-ORG,sentence#876,True
23324,Commodities,['commodities'],I-ORG,I-ORG,sentence#876,True
23325,Desk,['desk'],I-ORG,I-ORG,sentence#876,True
23326,+1,"['+', '1']",O,O,sentence#876,True
23327,212,['212'],O,O,sentence#876,True
23328,859,"['85', '##9']",O,O,sentence#876,True
23329,1640,['1640'],O,O,sentence#876,True
23330,Iowa-S,"['iowa', '-', 's']",B-LOC,B-LOC,sentence#876,True
23331,Minn,"['min', '##n']",B-LOC,B-ORG,sentence#876,False
23332,fed,['fed'],O,O,sentence#876,True
23333,cattle,['cattle'],O,O,sentence#876,True
23334,market,['market'],O,O,sentence#876,True
23335,quiet,['quiet'],O,O,sentence#876,True
23336,",","[',']",O,O,sentence#876,True
23337,no,['no'],O,O,sentence#876,True
23338,sales-USDA,"['sales', '-', 'usd', '##a']",B-MISC,O,sentence#876,False
23339,DES,['des'],B-LOC,B-LOC,sentence#877,True
23340,MOINES,['moines'],I-LOC,I-LOC,sentence#877,True
23341,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#877,True
23342,Slaughter,['slaughter'],O,O,sentence#877,True
23343,steers,"['steer', '##s']",O,O,sentence#877,True
23344,and,['and'],O,O,sentence#877,True
23345,heifers,"['he', '##ifer', '##s']",O,O,sentence#877,True
23346,not,['not'],O,O,sentence#877,True
23347,tested,['tested'],O,O,sentence#877,True
23348,",","[',']",O,O,sentence#877,True
23349,compared,['compared'],O,O,sentence#877,True
23350,with,['with'],O,O,sentence#877,True
23351,Thursday,['thursday'],O,O,sentence#877,True
23352,'s,"[""'"", 's']",O,O,sentence#877,True
23353,close,['close'],O,O,sentence#877,True
23354,",","[',']",O,O,sentence#877,True
23355,USDA,"['usd', '##a']",B-ORG,B-ORG,sentence#877,True
23356,said,['said'],O,O,sentence#877,True
23357,Trade,['trade'],O,O,sentence#878,True
23358,slow,['slow'],O,O,sentence#878,True
23359,Demand,['demand'],O,O,sentence#879,True
23360,and,['and'],O,O,sentence#879,True
23361,seller,['seller'],O,O,sentence#879,True
23362,interest,['interest'],O,O,sentence#879,True
23363,light,['light'],O,O,sentence#879,True
23364,Offerings,['offerings'],O,O,sentence#880,True
23365,light,['light'],O,O,sentence#880,True
23366,Steers,"['steer', '##s']",O,O,sentence#881,True
23367,-,['-'],O,O,sentence#881,True
23368,Select,['select'],O,O,sentence#881,True
23369,and,['and'],O,O,sentence#881,True
23370,Choice,['choice'],O,O,sentence#881,True
23371,2-4,"['2', '-', '4']",O,O,sentence#881,True
23372,no,['no'],O,O,sentence#881,True
23373,sales,['sales'],O,O,sentence#881,True
23374,Heifers,"['he', '##ifer', '##s']",O,B-ORG,sentence#882,False
23375,-,['-'],O,O,sentence#882,True
23376,Select,['select'],O,O,sentence#882,True
23377,and,['and'],O,O,sentence#882,True
23378,Choice,['choice'],O,O,sentence#882,True
23379,2-4,"['2', '-', '4']",O,O,sentence#882,True
23380,no,['no'],O,O,sentence#882,True
23381,sales,['sales'],O,O,sentence#882,True
23382,Carcass,"['car', '##cas', '##s']",O,O,sentence#883,True
23383,Basis,['basis'],O,O,sentence#883,True
23384,(,['('],O,O,sentence#883,True
23385,weight,['weight'],O,O,sentence#883,True
23386,only,['only'],O,O,sentence#883,True
23387,),[')'],O,O,sentence#883,True
23388,Compared,['compared'],O,O,sentence#883,True
23389,Thursdays,"['thursday', '##s']",O,O,sentence#883,True
23390,Close,['close'],O,O,sentence#883,True
23391,-,['-'],O,O,sentence#883,True
23392,Slaughter,['slaughter'],O,O,sentence#883,True
23393,steers,"['steer', '##s']",O,O,sentence#883,True
23394,and,['and'],O,O,sentence#883,True
23395,heifers,"['he', '##ifer', '##s']",O,O,sentence#883,True
23396,not,['not'],O,O,sentence#883,True
23397,tested,['tested'],O,O,sentence#883,True
23398,Steers,"['steer', '##s']",O,O,sentence#884,True
23399,-,['-'],O,O,sentence#884,True
23400,Select,['select'],O,O,sentence#884,True
23401,and,['and'],O,O,sentence#884,True
23402,Choice,['choice'],O,O,sentence#884,True
23403,2-4,"['2', '-', '4']",O,O,sentence#884,True
23404,no,['no'],O,O,sentence#884,True
23405,sales,['sales'],O,O,sentence#884,True
23406,Holstein,['holstein'],O,O,sentence#885,True
23407,-,['-'],O,O,sentence#885,True
23408,(,['('],O,O,sentence#885,True
23409,weight,['weight'],O,O,sentence#885,True
23410,only,['only'],O,O,sentence#885,True
23411,),[')'],O,O,sentence#885,True
23412,Select,['select'],O,O,sentence#885,True
23413,to,['to'],O,O,sentence#885,True
23414,mostly,['mostly'],O,O,sentence#885,True
23415,Choice,['choice'],O,O,sentence#885,True
23416,2-3,"['2', '-', '3']",O,O,sentence#885,True
23417,1250-1400,"['125', '##0', '-', '1400']",O,O,sentence#885,True
23418,lbs,['lbs'],O,O,sentence#885,True
23419,no,['no'],O,O,sentence#885,True
23420,sales,['sales'],O,O,sentence#885,True
23421,Holsteins,"['holstein', '##s']",O,O,sentence#886,True
23422,-,['-'],O,O,sentence#886,True
23423,(,['('],O,O,sentence#886,True
23424,grade,['grade'],O,O,sentence#886,True
23425,and,['and'],O,O,sentence#886,True
23426,weight,['weight'],O,O,sentence#886,True
23427,),[')'],O,O,sentence#886,True
23428,Choice,['choice'],O,O,sentence#886,True
23429,2-3,"['2', '-', '3']",O,O,sentence#886,True
23430,1250-1450,"['125', '##0', '-', '145', '##0']",O,O,sentence#886,True
23431,lbs,['lbs'],O,O,sentence#886,True
23432,no,['no'],O,O,sentence#886,True
23433,sales,['sales'],O,O,sentence#886,True
23434,Select,['select'],O,O,sentence#886,True
23435,2-3,"['2', '-', '3']",O,O,sentence#886,True
23436,1250-1450,"['125', '##0', '-', '145', '##0']",O,O,sentence#886,True
23437,lbs,['lbs'],O,O,sentence#886,True
23438,no,['no'],O,O,sentence#886,True
23439,sales,['sales'],O,O,sentence#886,True
23440,Heifers,"['he', '##ifer', '##s']",O,B-ORG,sentence#887,False
23441,-,['-'],O,O,sentence#887,True
23442,Select,['select'],O,O,sentence#887,True
23443,and,['and'],O,O,sentence#887,True
23444,Choice,['choice'],O,O,sentence#887,True
23445,2-4,"['2', '-', '4']",O,O,sentence#887,True
23446,no,['no'],O,O,sentence#887,True
23447,sales,['sales'],O,O,sentence#887,True
23448,Confirmed,['confirmed'],O,O,sentence#888,True
23449,-,['-'],O,O,sentence#888,True
23450,None,['none'],O,O,sentence#888,True
23451,Week,['week'],O,O,sentence#888,True
23452,Ago,['ago'],O,O,sentence#888,True
23453,-,['-'],O,O,sentence#888,True
23454,800,['800'],O,O,sentence#888,True
23455,Year,['year'],O,O,sentence#888,True
23456,Ago,['ago'],O,O,sentence#888,True
23457,-,['-'],O,O,sentence#888,True
23458,900,['900'],O,O,sentence#888,True
23459,Wk,"['w', '##k']",O,O,sentence#888,True
23460,to,['to'],O,O,sentence#888,True
23461,Date,['date'],O,O,sentence#888,True
23462,-,['-'],O,O,sentence#888,True
23463,None,['none'],O,O,sentence#888,True
23464,Week,['week'],O,O,sentence#888,True
23465,Ago,['ago'],O,O,sentence#888,True
23466,-,['-'],O,O,sentence#888,True
23467,800,['800'],O,O,sentence#888,True
23468,Year,['year'],O,O,sentence#888,True
23469,Ago,['ago'],O,O,sentence#888,True
23470,-,['-'],O,O,sentence#888,True
23471,900,['900'],O,O,sentence#888,True
23472,(,['('],O,O,sentence#888,True
23473,(,['('],O,O,sentence#888,True
23474,Chicago,['chicago'],B-LOC,B-LOC,sentence#888,True
23475,newsdesk,"['news', '##des', '##k']",O,O,sentence#888,True
23476,312-408-8720,"['312', '-', '40', '##8', '-', '87', '##20']",O,O,sentence#888,True
23477,),[')'],O,O,sentence#888,True
23478,),[')'],O,O,sentence#888,True
23479,Man,['man'],O,O,sentence#888,True
23480,stole,['stole'],O,O,sentence#888,True
23481,pigs,['pigs'],O,O,sentence#888,True
23482,",","[',']",O,O,sentence#888,True
23483,tipped,['tipped'],O,O,sentence#888,True
23484,strippers,"['strip', '##pers']",O,O,sentence#888,True
23485,",","[',']",O,O,sentence#888,True
23486,gets,['gets'],O,O,sentence#888,True
23487,10,['10'],O,O,sentence#888,True
23488,years,['years'],O,O,sentence#888,True
23489,APPLETON,['appleton'],B-LOC,B-LOC,sentence#889,True
23490,",","[',']",O,O,sentence#889,True
23491,Wis,"['wi', '##s']",B-LOC,B-LOC,sentence#889,True
23492,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#890,True
23493,A,['a'],O,O,sentence#890,True
23494,farmhand,"['farm', '##hand']",O,O,sentence#890,True
23495,used,['used'],O,O,sentence#890,True
23496,the,['the'],O,O,sentence#890,True
23497,proceeds,['proceeds'],O,O,sentence#890,True
23498,from,['from'],O,O,sentence#890,True
23499,stolen,['stolen'],O,O,sentence#890,True
23500,pigs,['pigs'],O,O,sentence#890,True
23501,to,['to'],O,O,sentence#890,True
23502,lavish,['lavish'],O,O,sentence#890,True
23503,tips,['tips'],O,O,sentence#890,True
23504,on,['on'],O,O,sentence#890,True
23505,dancers,['dancers'],O,O,sentence#890,True
23506,at,['at'],O,O,sentence#890,True
23507,strip,['strip'],O,O,sentence#890,True
23508,clubs,['clubs'],O,O,sentence#890,True
23509,and,['and'],O,O,sentence#890,True
23510,offered,['offered'],O,O,sentence#890,True
23511,one,['one'],O,O,sentence#890,True
23512,$,['$'],O,O,sentence#890,True
23513,"3,000","['3', ',', '000']",O,O,sentence#890,True
23514,to,['to'],O,O,sentence#890,True
23515,pay,['pay'],O,O,sentence#890,True
23516,for,['for'],O,O,sentence#890,True
23517,breast,['breast'],O,O,sentence#890,True
23518,implant,['implant'],O,O,sentence#890,True
23519,surgery,['surgery'],O,O,sentence#890,True
23520,",","[',']",O,O,sentence#890,True
23521,authorities,['authorities'],O,O,sentence#890,True
23522,said,['said'],O,O,sentence#890,True
23523,Friday,['friday'],O,O,sentence#890,True
23524,In,['in'],O,O,sentence#891,True
23525,sentencing,['sentencing'],O,O,sentence#891,True
23526,Darrel,"['dar', '##rel']",B-PER,B-PER,sentence#891,True
23527,Voeks,"['vo', '##ek', '##s']",I-PER,I-PER,sentence#891,True
23528,",","[',']",O,O,sentence#891,True
23529,38,['38'],O,O,sentence#891,True
23530,",","[',']",O,O,sentence#891,True
23531,to,['to'],O,O,sentence#891,True
23532,a,['a'],O,O,sentence#891,True
23533,10-year,"['10', '-', 'year']",O,O,sentence#891,True
23534,prison,['prison'],O,O,sentence#891,True
23535,term,['term'],O,O,sentence#891,True
23536,on,['on'],O,O,sentence#891,True
23537,Thursday,['thursday'],O,O,sentence#891,True
23538,",","[',']",O,O,sentence#891,True
23539,Outagmie,"['out', '##ag', '##mie']",B-LOC,B-LOC,sentence#891,True
23540,County,['county'],I-LOC,I-ORG,sentence#891,False
23541,Circuit,['circuit'],O,I-ORG,sentence#891,False
23542,Court,['court'],O,I-ORG,sentence#891,False
23543,Judge,['judge'],O,O,sentence#891,True
23544,Dennis,['dennis'],B-PER,B-PER,sentence#891,True
23545,Luebke,"['lu', '##eb', '##ke']",I-PER,I-PER,sentence#891,True
23546,said,['said'],O,O,sentence#891,True
23547,he,['he'],O,O,sentence#891,True
23548,was,['was'],O,O,sentence#891,True
23549,"""","['""']",O,O,sentence#891,True
23550,a,['a'],O,O,sentence#891,True
23551,thief,['thief'],O,O,sentence#891,True
23552,by,['by'],O,O,sentence#891,True
23553,habit,['habit'],O,O,sentence#891,True
23554,"""","['""']",O,O,sentence#892,True
23555,"""","['""']",O,O,sentence#892,True
23556,You,['you'],O,O,sentence#892,True
23557,are,['are'],O,O,sentence#892,True
23558,self-indulgent,"['self', '-', 'ind', '##ul', '##gent']",O,O,sentence#892,True
23559,You,['you'],O,O,sentence#893,True
23560,are,['are'],O,O,sentence#893,True
23561,narcissitic,"['na', '##rc', '##iss', '##itic']",O,O,sentence#893,True
23562,",","[',']",O,O,sentence#893,True
23563,"""","['""']",O,O,sentence#893,True
23564,Luebke,"['lu', '##eb', '##ke']",O,B-PER,sentence#893,False
23565,said,['said'],O,O,sentence#893,True
23566,at,['at'],O,O,sentence#893,True
23567,the,['the'],O,O,sentence#893,True
23568,sentencing,['sentencing'],O,O,sentence#893,True
23569,",","[',']",O,O,sentence#893,True
23570,adding,['adding'],O,O,sentence#893,True
23571,Voeks,"['vo', '##ek', '##s']",B-PER,B-PER,sentence#893,True
23572,should,['should'],O,O,sentence#893,True
23573,pay,['pay'],O,O,sentence#893,True
23574,restitution,"['rest', '##it', '##ution']",O,O,sentence#893,True
23575,of,['of'],O,O,sentence#893,True
23576,more,['more'],O,O,sentence#893,True
23577,than,['than'],O,O,sentence#893,True
23578,$,['$'],O,O,sentence#893,True
23579,"100,000","['100', ',', '000']",O,O,sentence#893,True
23580,to,['to'],O,O,sentence#893,True
23581,the,['the'],O,O,sentence#893,True
23582,farming,['farming'],O,O,sentence#893,True
23583,family,['family'],O,O,sentence#893,True
23584,who,['who'],O,O,sentence#893,True
23585,had,['had'],O,O,sentence#893,True
23586,hired,['hired'],O,O,sentence#893,True
23587,him,['him'],O,O,sentence#893,True
23588,Voeks,"['vo', '##ek', '##s']",B-PER,B-PER,sentence#894,True
23589,",","[',']",O,O,sentence#894,True
23590,who,['who'],O,O,sentence#894,True
23591,was,['was'],O,O,sentence#894,True
23592,already,['already'],O,O,sentence#894,True
23593,on,['on'],O,O,sentence#894,True
23594,probation,['probation'],O,O,sentence#894,True
23595,for,['for'],O,O,sentence#894,True
23596,prior,['prior'],O,O,sentence#894,True
23597,pig,['pig'],O,O,sentence#894,True
23598,thefts,"['theft', '##s']",O,O,sentence#894,True
23599,",","[',']",O,O,sentence#894,True
23600,pleaded,['pleaded'],O,O,sentence#894,True
23601,that,['that'],O,O,sentence#894,True
23602,he,['he'],O,O,sentence#894,True
23603,was,['was'],O,O,sentence#894,True
23604,trying,['trying'],O,O,sentence#894,True
23605,to,['to'],O,O,sentence#894,True
23606,pay,['pay'],O,O,sentence#894,True
23607,bills,['bills'],O,O,sentence#894,True
23608,for,['for'],O,O,sentence#894,True
23609,his,['his'],O,O,sentence#894,True
23610,ex-wife,"['ex', '-', 'wife']",O,O,sentence#894,True
23611,and,['and'],O,O,sentence#894,True
23612,children,['children'],O,O,sentence#894,True
23613,But,['but'],O,O,sentence#895,True
23614,the,['the'],O,O,sentence#895,True
23615,court,['court'],O,O,sentence#895,True
23616,heard,['heard'],O,O,sentence#895,True
23617,that,['that'],O,O,sentence#895,True
23618,receipts,['receipts'],O,O,sentence#895,True
23619,showed,['showed'],O,O,sentence#895,True
23620,much,['much'],O,O,sentence#895,True
23621,of,['of'],O,O,sentence#895,True
23622,the,['the'],O,O,sentence#895,True
23623,money,['money'],O,O,sentence#895,True
23624,went,['went'],O,O,sentence#895,True
23625,to,['to'],O,O,sentence#895,True
23626,dancers,['dancers'],O,O,sentence#895,True
23627,at,['at'],O,O,sentence#895,True
23628,strip,['strip'],O,O,sentence#895,True
23629,clubs,['clubs'],O,O,sentence#895,True
23630,where,['where'],O,O,sentence#895,True
23631,he,['he'],O,O,sentence#895,True
23632,was,['was'],O,O,sentence#895,True
23633,known,['known'],O,O,sentence#895,True
23634,as,['as'],O,O,sentence#895,True
23635,a,['a'],O,O,sentence#895,True
23636,big,['big'],O,O,sentence#895,True
23637,tipper,"['tip', '##per']",O,O,sentence#895,True
23638,One,['one'],O,O,sentence#896,True
23639,stripper,"['strip', '##per']",O,O,sentence#896,True
23640,said,['said'],O,O,sentence#896,True
23641,Voeks,"['vo', '##ek', '##s']",B-PER,B-PER,sentence#896,True
23642,offered,['offered'],O,O,sentence#896,True
23643,to,['to'],O,O,sentence#896,True
23644,give,['give'],O,O,sentence#896,True
23645,her,['her'],O,O,sentence#896,True
23646,$,['$'],O,O,sentence#896,True
23647,"3,000","['3', ',', '000']",O,O,sentence#896,True
23648,for,['for'],O,O,sentence#896,True
23649,breast,['breast'],O,O,sentence#896,True
23650,implant,['implant'],O,O,sentence#896,True
23651,surgery,['surgery'],O,O,sentence#896,True
23652,Canadian,['canadian'],B-MISC,B-MISC,sentence#897,True
23653,grain,['grain'],O,I-ORG,sentence#897,False
23654,statistics,['statistics'],O,I-ORG,sentence#897,False
23655,weekly,['weekly'],O,O,sentence#897,True
23656,CHICAGO,['chicago'],B-LOC,B-LOC,sentence#898,True
23657,",","[',']",O,O,sentence#898,True
23658,Dec,['dec'],O,O,sentence#898,True
23659,6,['6'],O,O,sentence#898,True
23660,(,['('],O,O,sentence#898,True
23661,Reuter,"['re', '##uter']",B-ORG,B-PER,sentence#898,False
23662,),[')'],O,O,sentence#898,True
23663,Statistics,['statistics'],O,O,sentence#898,True
23664,for,['for'],O,O,sentence#898,True
23665,the,['the'],O,O,sentence#898,True
23666,week,['week'],O,O,sentence#898,True
23667,ending,['ending'],O,O,sentence#898,True
23668,December,['december'],O,O,sentence#898,True
23669,1,['1'],O,O,sentence#898,True
23670,in,['in'],O,O,sentence#898,True
23671,000,['000'],O,O,sentence#898,True
23672,'s,"[""'"", 's']",O,O,sentence#898,True
23673,tonnes,['tonnes'],O,O,sentence#898,True
23674,-,['-'],O,O,sentence#899,True
23675,Canadian,['canadian'],B-ORG,B-ORG,sentence#899,True
23676,Grain,['grain'],I-ORG,I-ORG,sentence#899,True
23677,Commission,['commission'],I-ORG,I-ORG,sentence#899,True
23678,Visible,['visible'],O,O,sentence#899,True
23679,Supplies,['supplies'],O,O,sentence#899,True
23680,Farmers,['farmers'],O,O,sentence#899,True
23681,Deliveries,['deliveries'],O,O,sentence#899,True
23682,Curr,"['cu', '##rr']",O,O,sentence#899,True
23683,Wk,"['w', '##k']",O,O,sentence#899,True
23684,Yr,"['y', '##r']",O,O,sentence#899,True
23685,Ago,['ago'],O,O,sentence#899,True
23686,Curr,"['cu', '##rr']",O,O,sentence#899,True
23687,Wk,"['w', '##k']",O,O,sentence#899,True
23688,Yr,"['y', '##r']",O,O,sentence#899,True
23689,to,['to'],O,O,sentence#899,True
23690,Date,['date'],O,O,sentence#899,True
23691,Yr,"['y', '##r']",O,O,sentence#899,True
23692,Ago,['ago'],O,O,sentence#899,True
23693,Wheat,['wheat'],O,O,sentence#899,True
23694,4320.2,"['43', '##20', '.', '2']",O,O,sentence#899,True
23695,3909.3,"['390', '##9', '.', '3']",O,O,sentence#899,True
23696,288.5,"['288', '.', '5']",O,O,sentence#899,True
23697,6278.9,"['62', '##7', '##8', '.', '9']",O,O,sentence#899,True
23698,5580.0,"['55', '##80', '.', '0']",O,O,sentence#899,True
23699,Durum,"['du', '##rum']",O,B-ORG,sentence#899,False
23700,1168.9,"['116', '##8', '.', '9']",O,O,sentence#899,True
23701,1225.0,"['122', '##5', '.', '0']",O,O,sentence#899,True
23702,44.3,"['44', '.', '3']",O,O,sentence#899,True
23703,965.3,"['96', '##5', '.', '3']",O,O,sentence#899,True
23704,1069.6,"['106', '##9', '.', '6']",O,O,sentence#899,True
23705,Oats,"['o', '##ats']",O,O,sentence#899,True
23706,286.5,"['286', '.', '5']",O,O,sentence#899,True
23707,284.6,"['284', '.', '6']",O,O,sentence#899,True
23708,31.9,"['31', '.', '9']",O,O,sentence#899,True
23709,937.3,"['93', '##7', '.', '3']",O,O,sentence#899,True
23710,581.2,"['58', '##1', '.', '2']",O,O,sentence#899,True
23711,Barley,['barley'],O,O,sentence#899,True
23712,1074.0,"['107', '##4', '.', '0']",O,O,sentence#899,True
23713,1104.8,"['110', '##4', '.', '8']",O,O,sentence#899,True
23714,178.0,"['178', '.', '0']",O,O,sentence#899,True
23715,2531.4,"['253', '##1', '.', '4']",O,O,sentence#899,True
23716,1897.1,"['1897', '.', '1']",O,O,sentence#899,True
23717,Rye,['rye'],O,O,sentence#899,True
23718,44.6,"['44', '.', '6']",O,O,sentence#899,True
23719,86.3,"['86', '.', '3']",O,O,sentence#899,True
23720,2.3,"['2', '.', '3']",O,O,sentence#899,True
23721,108.2,"['108', '.', '2']",O,O,sentence#899,True
23722,119.2,"['119', '.', '2']",O,O,sentence#899,True
23723,Flax,"['fl', '##ax']",O,O,sentence#899,True
23724,165.2,"['165', '.', '2']",O,O,sentence#899,True
23725,181.9,"['181', '.', '9']",O,O,sentence#899,True
23726,14.9,"['14', '.', '9']",O,O,sentence#899,True
23727,231.4,"['231', '.', '4']",O,O,sentence#899,True
23728,332.9,"['332', '.', '9']",O,O,sentence#899,True
23729,Canola,"['can', '##ola']",O,B-ORG,sentence#899,False
23730,646.6,"['64', '##6', '.', '6']",O,O,sentence#899,True
23731,769.4,"['76', '##9', '.', '4']",O,O,sentence#899,True
23732,60.5,"['60', '.', '5']",O,O,sentence#899,True
23733,1902.0,"['1902', '.', '0']",O,O,sentence#899,True
23734,2147.6,"['214', '##7', '.', '6']",O,O,sentence#899,True
23735,Corn,['corn'],O,O,sentence#899,True
23736,79.6,"['79', '.', '6']",O,O,sentence#899,True
23737,163.5,"['163', '.', '5']",O,O,sentence#899,True
23738,9.4,"['9', '.', '4']",O,O,sentence#899,True
23739,95.7,"['95', '.', '7']",O,O,sentence#899,True
23740,252.0,"['252', '.', '0']",O,O,sentence#899,True
23741,Total,['total'],O,O,sentence#899,True
23742,7785.8,"['77', '##85', '.', '8']",O,O,sentence#899,True
23743,7724.8,"['77', '##24', '.', '8']",O,O,sentence#899,True
23744,629.8,"['62', '##9', '.', '8']",O,O,sentence#899,True
23745,13050.2,"['130', '##50', '.', '2']",O,O,sentence#899,True
23746,11979.6,"['119', '##7', '##9', '.', '6']",O,O,sentence#899,True
23747,Exports,['exports'],O,O,sentence#899,True
23748,Domestic,['domestic'],O,O,sentence#899,True
23749,Disappearance,['disappearance'],O,O,sentence#899,True
23750,Curr,"['cu', '##rr']",O,O,sentence#899,True
23751,Wk,"['w', '##k']",O,O,sentence#899,True
23752,YTD,"['y', '##t', '##d']",O,O,sentence#899,True
23753,Yr,"['y', '##r']",O,O,sentence#899,True
23754,Ago,['ago'],O,O,sentence#899,True
23755,Curr,"['cu', '##rr']",O,O,sentence#899,True
23756,Wk,"['w', '##k']",O,O,sentence#899,True
23757,YTD,"['y', '##t', '##d']",O,O,sentence#899,True
23758,Yr,"['y', '##r']",O,O,sentence#899,True
23759,Ago,['ago'],O,O,sentence#899,True
23760,Wheat,['wheat'],O,O,sentence#899,True
23761,387.4,"['38', '##7', '.', '4']",O,O,sentence#899,True
23762,4677.8,"['46', '##7', '##7', '.', '8']",O,O,sentence#899,True
23763,4553.6,"['45', '##53', '.', '6']",O,O,sentence#899,True
23764,55.2,"['55', '.', '2']",O,O,sentence#899,True
23765,1039.7,"['103', '##9', '.', '7']",O,O,sentence#899,True
23766,846.1,"['84', '##6', '.', '1']",O,O,sentence#899,True
23767,Durum,"['du', '##rum']",O,B-ORG,sentence#899,False
23768,129.0,"['129', '.', '0']",O,O,sentence#899,True
23769,1515.9,"['151', '##5', '.', '9']",O,O,sentence#899,True
23770,NEW,['new'],B-LOC,B-LOC,sentence#900,True
23771,YORK,['york'],I-LOC,I-LOC,sentence#900,True
23772,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#900,True
23773,NYMEX,"['ny', '##me', '##x']",B-ORG,B-ORG,sentence#900,True
23774,Henry,['henry'],B-LOC,I-ORG,sentence#900,False
23775,Hub,['hub'],I-LOC,I-MISC,sentence#900,False
23776,natgas,"['nat', '##gas']",O,B-MISC,sentence#900,False
23777,futures,['futures'],O,O,sentence#900,True
23778,settled,['settled'],O,O,sentence#900,True
23779,significantly,['significantly'],O,O,sentence#900,True
23780,lower,['lower'],O,O,sentence#900,True
23781,Friday,['friday'],O,O,sentence#900,True
23782,",","[',']",O,O,sentence#900,True
23783,pressured,['pressured'],O,O,sentence#900,True
23784,early,['early'],O,O,sentence#900,True
23785,by,['by'],O,O,sentence#900,True
23786,profit,['profit'],O,O,sentence#900,True
23787,taking,['taking'],O,O,sentence#900,True
23788,and,['and'],O,O,sentence#900,True
23789,driven,['driven'],O,O,sentence#900,True
23790,even,['even'],O,O,sentence#900,True
23791,lower,['lower'],O,O,sentence#900,True
23792,late,['late'],O,O,sentence#900,True
23793,by,['by'],O,O,sentence#900,True
23794,the,['the'],O,O,sentence#900,True
23795,National,['national'],B-ORG,B-ORG,sentence#900,True
23796,Weather,['weather'],I-ORG,I-ORG,sentence#900,True
23797,Service,['service'],I-ORG,I-ORG,sentence#900,True
23798,'s,"[""'"", 's']",O,O,sentence#900,True
23799,bearish,"['bear', '##ish']",O,O,sentence#900,True
23800,six,['six'],O,O,sentence#900,True
23801,to,['to'],O,O,sentence#900,True
23802,10,['10'],O,O,sentence#900,True
23803,day,['day'],O,O,sentence#900,True
23804,forecast,['forecast'],O,O,sentence#900,True
23805,",","[',']",O,O,sentence#900,True
23806,sources,['sources'],O,O,sentence#900,True
23807,said,['said'],O,O,sentence#900,True
23808,January,['january'],O,O,sentence#901,True
23809,ended,['ended'],O,O,sentence#901,True
23810,29.7,"['29', '.', '7']",O,O,sentence#901,True
23811,cents,['cents'],O,O,sentence#901,True
23812,lower,['lower'],O,O,sentence#901,True
23813,at,['at'],O,O,sentence#901,True
23814,$,['$'],O,O,sentence#901,True
23815,3.487,"['3', '.', '48', '##7']",O,O,sentence#901,True
23816,per,['per'],O,O,sentence#901,True
23817,million,['million'],O,O,sentence#901,True
23818,British,['british'],B-MISC,B-MISC,sentence#901,True
23819,thermal,['thermal'],O,O,sentence#901,True
23820,units,['units'],O,O,sentence#901,True
23821,after,['after'],O,O,sentence#901,True
23822,dipping,['dipping'],O,O,sentence#901,True
23823,to,['to'],O,O,sentence#901,True
23824,a,['a'],O,O,sentence#901,True
23825,low,['low'],O,O,sentence#901,True
23826,of,['of'],O,O,sentence#901,True
23827,$,['$'],O,O,sentence#901,True
23828,3.46,"['3', '.', '46']",O,O,sentence#901,True
23829,Feb,['feb'],O,B-ORG,sentence#902,False
23830,settled,['settled'],O,O,sentence#902,True
23831,down,['down'],O,O,sentence#902,True
23832,22,['22'],O,O,sentence#902,True
23833,cents,['cents'],O,O,sentence#902,True
23834,at,['at'],O,O,sentence#902,True
23835,$,['$'],O,O,sentence#902,True
23836,3.186,"['3', '.', '186']",O,O,sentence#902,True
23837,Most,['most'],O,O,sentence#903,True
23838,others,['others'],O,O,sentence#903,True
23839,also,['also'],O,O,sentence#903,True
23840,were,['were'],O,O,sentence#903,True
23841,down,['down'],O,O,sentence#903,True
23842,"""","['""']",O,O,sentence#904,True
23843,Weather,['weather'],O,O,sentence#904,True
23844,forecasts,"['forecast', '##s']",O,O,sentence#904,True
23845,have,['have'],O,O,sentence#904,True
23846,been,['been'],O,O,sentence#904,True
23847,sketchy,"['sketch', '##y']",O,O,sentence#904,True
23848,Now,['now'],O,O,sentence#905,True
23849,the,['the'],O,O,sentence#905,True
23850,National,['national'],B-ORG,B-ORG,sentence#905,True
23851,Weather,['weather'],I-ORG,I-ORG,sentence#905,True
23852,Service,['service'],I-ORG,I-ORG,sentence#905,True
23853,is,['is'],O,O,sentence#905,True
23854,calling,['calling'],O,O,sentence#905,True
23855,for,['for'],O,O,sentence#905,True
