,words,tokenised_words,true,pred,sentence,agreement
27112,job,['job'],O,O,sentence#1053,True
27113,"""","['""']",O,O,sentence#1054,True
27114,The,['the'],O,O,sentence#1054,True
27115,spokesman,"['spoke', '##sman']",O,O,sentence#1054,True
27116,said,['said'],O,O,sentence#1054,True
27117,he,['he'],O,O,sentence#1054,True
27118,was,['was'],O,O,sentence#1054,True
27119,not,['not'],O,O,sentence#1054,True
27120,aware,['aware'],O,O,sentence#1054,True
27121,of,['of'],O,O,sentence#1054,True
27122,any,['any'],O,O,sentence#1054,True
27123,meetings,['meetings'],O,O,sentence#1054,True
27124,overnight,"['over', '##night']",O,O,sentence#1054,True
27125,between,['between'],O,O,sentence#1054,True
27126,Clarke,['clarke'],B-PER,B-PER,sentence#1054,True
27127,and,['and'],O,O,sentence#1054,True
27128,Major,['major'],B-PER,B-PER,sentence#1054,True
27129,",","[',']",O,O,sentence#1054,True
27130,nor,['nor'],O,O,sentence#1054,True
27131,of,['of'],O,O,sentence#1054,True
27132,any,['any'],O,O,sentence#1054,True
27133,talks,['talks'],O,O,sentence#1054,True
27134,between,['between'],O,O,sentence#1054,True
27135,the,['the'],O,O,sentence#1054,True
27136,prime,['prime'],O,O,sentence#1054,True
27137,minister,['minister'],O,O,sentence#1054,True
27138,and,['and'],O,O,sentence#1054,True
27139,parliamentary,['parliamentary'],O,O,sentence#1054,True
27140,business,['business'],O,O,sentence#1054,True
27141,managers,['managers'],O,O,sentence#1054,True
27142,Both,['both'],O,O,sentence#1055,True
27143,Major,['major'],B-PER,B-PER,sentence#1055,True
27144,and,['and'],O,O,sentence#1055,True
27145,Clarke,['clarke'],B-PER,B-PER,sentence#1055,True
27146,were,['were'],O,O,sentence#1055,True
27147,in,['in'],O,O,sentence#1055,True
27148,their,['their'],O,O,sentence#1055,True
27149,constituencies,['constituencies'],O,O,sentence#1055,True
27150,on,['on'],O,O,sentence#1055,True
27151,Friday,['friday'],O,O,sentence#1055,True
27152,Two,['two'],O,O,sentence#1056,True
27153,dead,['dead'],O,O,sentence#1056,True
27154,after,['after'],O,O,sentence#1056,True
27155,executive,['executive'],O,O,sentence#1056,True
27156,jet,['jet'],O,O,sentence#1056,True
27157,crashes,"['crash', '##es']",O,O,sentence#1056,True
27158,in,['in'],O,O,sentence#1056,True
27159,Newfoundland,['newfoundland'],B-LOC,B-LOC,sentence#1056,True
27160,STEPHENVILLE,"['stephen', '##ville']",B-LOC,B-LOC,sentence#1057,True
27161,",","[',']",O,O,sentence#1057,True
27162,Newfoundland,['newfoundland'],B-LOC,B-LOC,sentence#1057,True
27163,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#1057,True
27164,Two,['two'],O,O,sentence#1057,True
27165,people,['people'],O,O,sentence#1057,True
27166,were,['were'],O,O,sentence#1057,True
27167,killed,['killed'],O,O,sentence#1057,True
27168,when,['when'],O,O,sentence#1057,True
27169,an,['an'],O,O,sentence#1057,True
27170,executive,['executive'],O,O,sentence#1057,True
27171,jet,['jet'],O,O,sentence#1057,True
27172,en,['en'],O,O,sentence#1057,True
27173,route,['route'],O,O,sentence#1057,True
27174,to,['to'],O,O,sentence#1057,True
27175,Ireland,['ireland'],B-LOC,B-LOC,sentence#1057,True
27176,from,['from'],O,O,sentence#1057,True
27177,Michigan,['michigan'],B-LOC,B-LOC,sentence#1057,True
27178,crashed,['crashed'],O,O,sentence#1057,True
27179,on,['on'],O,O,sentence#1057,True
27180,approach,['approach'],O,O,sentence#1057,True
27181,to,['to'],O,O,sentence#1057,True
27182,an,['an'],O,O,sentence#1057,True
27183,airport,['airport'],O,O,sentence#1057,True
27184,in,['in'],O,O,sentence#1057,True
27185,Stephenville,"['stephen', '##ville']",B-LOC,B-LOC,sentence#1057,True
27186,",","[',']",O,O,sentence#1057,True
27187,Newfoundland,['newfoundland'],B-LOC,B-LOC,sentence#1057,True
27188,",","[',']",O,O,sentence#1057,True
27189,on,['on'],O,O,sentence#1057,True
27190,Friday,['friday'],O,O,sentence#1057,True
27191,",","[',']",O,O,sentence#1057,True
27192,authorities,['authorities'],O,O,sentence#1057,True
27193,said,['said'],O,O,sentence#1057,True
27194,The,['the'],O,O,sentence#1058,True
27195,pilot,['pilot'],O,O,sentence#1058,True
27196,and,['and'],O,O,sentence#1058,True
27197,co-pilot,"['co', '-', 'pilot']",O,O,sentence#1058,True
27198,",","[',']",O,O,sentence#1058,True
27199,the,['the'],O,O,sentence#1058,True
27200,only,['only'],O,O,sentence#1058,True
27201,two,['two'],O,O,sentence#1058,True
27202,aboard,['aboard'],O,O,sentence#1058,True
27203,",","[',']",O,O,sentence#1058,True
27204,were,['were'],O,O,sentence#1058,True
27205,killed,['killed'],O,O,sentence#1058,True
27206,in,['in'],O,O,sentence#1058,True
27207,the,['the'],O,O,sentence#1058,True
27208,crash,['crash'],O,O,sentence#1058,True
27209,of,['of'],O,O,sentence#1058,True
27210,the,['the'],O,O,sentence#1058,True
27211,Learjet,"['lear', '##jet']",B-MISC,B-MISC,sentence#1058,True
27212,36,['36'],I-MISC,O,sentence#1058,False
27213,",","[',']",O,O,sentence#1058,True
27214,airport,['airport'],O,O,sentence#1058,True
27215,manager,['manager'],O,O,sentence#1058,True
27216,David,['david'],B-PER,B-PER,sentence#1058,True
27217,Snow,['snow'],I-PER,I-PER,sentence#1058,True
27218,said,['said'],O,O,sentence#1058,True
27219,in,['in'],O,O,sentence#1058,True
27220,a,['a'],O,O,sentence#1058,True
27221,telephone,['telephone'],O,O,sentence#1058,True
27222,interview,['interview'],O,O,sentence#1058,True
27223,Snow,['snow'],B-PER,B-PER,sentence#1059,True
27224,said,['said'],O,O,sentence#1059,True
27225,the,['the'],O,O,sentence#1059,True
27226,plane,['plane'],O,O,sentence#1059,True
27227,last,['last'],O,O,sentence#1059,True
27228,reported,['reported'],O,O,sentence#1059,True
27229,to,['to'],O,O,sentence#1059,True
27230,air,['air'],O,O,sentence#1059,True
27231,traffic,['traffic'],O,O,sentence#1059,True
27232,control,['control'],O,O,sentence#1059,True
27233,at,['at'],O,O,sentence#1059,True
27234,about,['about'],O,O,sentence#1059,True
27235,3,['3'],O,O,sentence#1059,True
27236,A.M.,"['a', '.', 'm', '.']",O,O,sentence#1059,True
27237,local,['local'],O,O,sentence#1059,True
27238,time,['time'],O,O,sentence#1059,True
27239,/,['/'],O,O,sentence#1059,True
27240,1:30,"['1', ':', '30']",O,O,sentence#1059,True
27241,A.M.,"['a', '.', 'm', '.']",O,O,sentence#1059,True
27242,EST,['est'],O,O,sentence#1059,True
27243,(,['('],O,O,sentence#1059,True
27244,0630,"['063', '##0']",O,O,sentence#1059,True
27245,GMT,['gmt'],B-MISC,B-MISC,sentence#1059,True
27246,),[')'],O,O,sentence#1059,True
27247,when,['when'],O,O,sentence#1059,True
27248,it,['it'],O,O,sentence#1059,True
27249,began,['began'],O,O,sentence#1059,True
27250,its,['its'],O,O,sentence#1059,True
27251,final,['final'],O,O,sentence#1059,True
27252,approach,['approach'],O,O,sentence#1059,True
27253,about,['about'],O,O,sentence#1059,True
27254,10,['10'],O,O,sentence#1059,True
27255,miles,['miles'],O,O,sentence#1059,True
27256,(,['('],O,O,sentence#1059,True
27257,16,['16'],O,O,sentence#1059,True
27258,km,['km'],O,O,sentence#1059,True
27259,),[')'],O,O,sentence#1059,True
27260,from,['from'],O,O,sentence#1059,True
27261,the,['the'],O,O,sentence#1059,True
27262,airport,['airport'],O,O,sentence#1059,True
27263,in,['in'],O,O,sentence#1059,True
27264,this,['this'],O,O,sentence#1059,True
27265,east,['east'],O,O,sentence#1059,True
27266,coast,['coast'],O,I-LOC,sentence#1059,False
27267,Canadian,['canadian'],B-MISC,B-MISC,sentence#1059,True
27268,province,['province'],O,O,sentence#1059,True
27269,That,['that'],O,O,sentence#1060,True
27270,was,['was'],O,O,sentence#1060,True
27271,the,['the'],O,O,sentence#1060,True
27272,last,['last'],O,O,sentence#1060,True
27273,communication,['communication'],O,O,sentence#1060,True
27274,the,['the'],O,O,sentence#1060,True
27275,aircraft,['aircraft'],O,O,sentence#1060,True
27276,made,['made'],O,O,sentence#1060,True
27277,with,['with'],O,O,sentence#1060,True
27278,the,['the'],O,O,sentence#1060,True
27279,airport,['airport'],O,O,sentence#1060,True
27280,",","[',']",O,O,sentence#1060,True
27281,he,['he'],O,O,sentence#1060,True
27282,added,['added'],O,O,sentence#1060,True
27283,"""","['""']",O,O,sentence#1061,True
27284,We,['we'],O,O,sentence#1061,True
27285,considered,['considered'],O,O,sentence#1061,True
27286,it,['it'],O,O,sentence#1061,True
27287,as,['as'],O,O,sentence#1061,True
27288,being,['being'],O,O,sentence#1061,True
27289,missing,['missing'],O,O,sentence#1061,True
27290,until,['until'],O,O,sentence#1061,True
27291,about,['about'],O,O,sentence#1061,True
27292,0600,"['060', '##0']",O,O,sentence#1061,True
27293,(,['('],O,O,sentence#1061,True
27294,4:30,"['4', ':', '30']",O,O,sentence#1061,True
27295,A.M.,"['a', '.', 'm', '.']",O,O,sentence#1061,True
27296,EST,['est'],O,O,sentence#1061,True
27297,),[')'],O,O,sentence#1061,True
27298,(,['('],O,O,sentence#1061,True
27299,0930,"['093', '##0']",O,O,sentence#1061,True
27300,GMT,['gmt'],B-MISC,B-MISC,sentence#1061,True
27301,),[')'],O,O,sentence#1061,True
27302,That,['that'],O,O,sentence#1062,True
27303,'s,"[""'"", 's']",O,O,sentence#1062,True
27304,when,['when'],O,O,sentence#1062,True
27305,the,['the'],O,O,sentence#1062,True
27306,wreckage,"['wreck', '##age']",O,O,sentence#1062,True
27307,was,['was'],O,O,sentence#1062,True
27308,discovered,['discovered'],O,O,sentence#1062,True
27309,",","[',']",O,O,sentence#1062,True
27310,"""","['""']",O,O,sentence#1062,True
27311,Snow,['snow'],B-PER,B-PER,sentence#1062,True
27312,said,['said'],O,O,sentence#1062,True
27313,He,['he'],O,O,sentence#1063,True
27314,said,['said'],O,O,sentence#1063,True
27315,the,['the'],O,O,sentence#1063,True
27316,cargo,['cargo'],O,O,sentence#1063,True
27317,flight,['flight'],O,O,sentence#1063,True
27318,originated,['originated'],O,O,sentence#1063,True
27319,in,['in'],O,O,sentence#1063,True
27320,Grand,['grand'],B-LOC,B-LOC,sentence#1063,True
27321,Rapids,['rapids'],I-LOC,I-LOC,sentence#1063,True
27322,",","[',']",O,O,sentence#1063,True
27323,Michigan,['michigan'],B-LOC,B-LOC,sentence#1063,True
27324,",","[',']",O,O,sentence#1063,True
27325,and,['and'],O,O,sentence#1063,True
27326,was,['was'],O,O,sentence#1063,True
27327,due,['due'],O,O,sentence#1063,True
27328,to,['to'],O,O,sentence#1063,True
27329,stop,['stop'],O,O,sentence#1063,True
27330,at,['at'],O,O,sentence#1063,True
27331,Stephenville,"['stephen', '##ville']",B-LOC,B-LOC,sentence#1063,True
27332,for,['for'],O,O,sentence#1063,True
27333,refueling,"['ref', '##uel', '##ing']",O,O,sentence#1063,True
27334,before,['before'],O,O,sentence#1063,True
27335,going,['going'],O,O,sentence#1063,True
27336,to,['to'],O,O,sentence#1063,True
27337,Shannon,['shannon'],B-LOC,B-LOC,sentence#1063,True
27338,",","[',']",O,O,sentence#1063,True
27339,Ireland,['ireland'],B-LOC,B-LOC,sentence#1063,True
27340,The,['the'],O,O,sentence#1064,True
27341,cause,['cause'],O,O,sentence#1064,True
27342,of,['of'],O,O,sentence#1064,True
27343,the,['the'],O,O,sentence#1064,True
27344,crash,['crash'],O,O,sentence#1064,True
27345,was,['was'],O,O,sentence#1064,True
27346,not,['not'],O,O,sentence#1064,True
27347,yet,['yet'],O,O,sentence#1064,True
27348,known,['known'],O,O,sentence#1064,True
27349,Investigators,"['in', '##vesti', '##gator', '##s']",O,O,sentence#1065,True
27350,were,['were'],O,O,sentence#1065,True
27351,due,['due'],O,O,sentence#1065,True
27352,to,['to'],O,O,sentence#1065,True
27353,fly,['fly'],O,O,sentence#1065,True
27354,to,['to'],O,O,sentence#1065,True
27355,Stephenville,"['stephen', '##ville']",B-LOC,B-LOC,sentence#1065,True
27356,later,['later'],O,O,sentence#1065,True
27357,on,['on'],O,O,sentence#1065,True
27358,Friday,['friday'],O,O,sentence#1065,True
27359,PLO,"['pl', '##o']",B-ORG,B-ORG,sentence#1066,True
27360,says,['says'],O,O,sentence#1066,True
27361,Arafat,"['ara', '##fat']",B-PER,B-PER,sentence#1066,True
27362,",","[',']",O,O,sentence#1066,True
27363,Netanyahu,"['net', '##anya', '##hu']",B-PER,B-PER,sentence#1066,True
27364,could,['could'],O,O,sentence#1066,True
27365,meet,['meet'],O,O,sentence#1066,True
27366,Saturday,['saturday'],O,O,sentence#1066,True
27367,JERUSALEM,['jerusalem'],B-LOC,B-LOC,sentence#1067,True
27368,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#1067,True
27369,PLO,"['pl', '##o']",B-ORG,B-ORG,sentence#1067,True
27370,negotiators,"['nego', '##tia', '##tors']",O,O,sentence#1067,True
27371,said,['said'],O,O,sentence#1067,True
27372,on,['on'],O,O,sentence#1067,True
27373,Friday,['friday'],O,O,sentence#1067,True
27374,Palestinian,['palestinian'],B-MISC,B-MISC,sentence#1067,True
27375,President,['president'],O,O,sentence#1067,True
27376,Yasser,"['yas', '##ser']",B-PER,B-PER,sentence#1067,True
27377,Arafat,"['ara', '##fat']",I-PER,I-PER,sentence#1067,True
27378,",","[',']",O,O,sentence#1067,True
27379,Israeli,['israeli'],B-MISC,B-MISC,sentence#1067,True
27380,Prime,['prime'],O,O,sentence#1067,True
27381,Minister,['minister'],O,O,sentence#1067,True
27382,Benjamin,['benjamin'],B-PER,B-PER,sentence#1067,True
27383,Netanyahu,"['net', '##anya', '##hu']",I-PER,I-PER,sentence#1067,True
27384,and,['and'],O,O,sentence#1067,True
27385,Egyptian,['egyptian'],B-MISC,B-MISC,sentence#1067,True
27386,President,['president'],O,O,sentence#1067,True
27387,Hosni,"['hos', '##ni']",B-PER,B-PER,sentence#1067,True
27388,Mubarak,"['mu', '##bara', '##k']",I-PER,I-PER,sentence#1067,True
27389,might,['might'],O,O,sentence#1067,True
27390,all,['all'],O,O,sentence#1067,True
27391,meet,['meet'],O,O,sentence#1067,True
27392,on,['on'],O,O,sentence#1067,True
27393,Saturday,['saturday'],O,O,sentence#1067,True
27394,to,['to'],O,O,sentence#1067,True
27395,try,['try'],O,O,sentence#1067,True
27396,to,['to'],O,O,sentence#1067,True
27397,clinch,"['clin', '##ch']",O,O,sentence#1067,True
27398,a,['a'],O,O,sentence#1067,True
27399,deal,['deal'],O,O,sentence#1067,True
27400,on,['on'],O,O,sentence#1067,True
27401,Israel,['israel'],B-LOC,B-LOC,sentence#1067,True
27402,'s,"[""'"", 's']",O,O,sentence#1067,True
27403,handover,"['hand', '##over']",O,O,sentence#1067,True
27404,of,['of'],O,O,sentence#1067,True
27405,Hebron,"['heb', '##ron']",B-LOC,B-ORG,sentence#1067,False
27406,to,['to'],O,O,sentence#1067,True
27407,the,['the'],O,O,sentence#1067,True
27408,PLO,"['pl', '##o']",B-ORG,B-ORG,sentence#1067,True
27409,"""","['""']",O,O,sentence#1068,True
27410,It,['it'],O,O,sentence#1068,True
27411,is,['is'],O,O,sentence#1068,True
27412,very,['very'],O,O,sentence#1068,True
27413,possible,['possible'],O,O,sentence#1068,True
27414,that,['that'],O,O,sentence#1068,True
27415,Arafat,"['ara', '##fat']",B-PER,B-PER,sentence#1068,True
27416,and,['and'],O,O,sentence#1068,True
27417,Netanyahu,"['net', '##anya', '##hu']",B-PER,B-PER,sentence#1068,True
27418,will,['will'],O,O,sentence#1068,True
27419,meet,['meet'],O,O,sentence#1068,True
27420,in,['in'],O,O,sentence#1068,True
27421,Cairo,['cairo'],B-LOC,B-LOC,sentence#1068,True
27422,on,['on'],O,O,sentence#1068,True
27423,Saturday,['saturday'],O,O,sentence#1068,True
27424,There,['there'],O,O,sentence#1069,True
27425,is,['is'],O,O,sentence#1069,True
27426,work,['work'],O,O,sentence#1069,True
27427,on,['on'],O,O,sentence#1069,True
27428,arranging,"['arran', '##ging']",O,O,sentence#1069,True
27429,such,['such'],O,O,sentence#1069,True
27430,a,['a'],O,O,sentence#1069,True
27431,meeting,['meeting'],O,O,sentence#1069,True
27432,hosted,['hosted'],O,O,sentence#1069,True
27433,by,['by'],O,O,sentence#1069,True
27434,President,['president'],O,O,sentence#1069,True
27435,Mubarak,"['mu', '##bara', '##k']",B-PER,B-PER,sentence#1069,True
27436,",","[',']",O,O,sentence#1069,True
27437,"""","['""']",O,O,sentence#1069,True
27438,one,['one'],O,O,sentence#1069,True
27439,PLO,"['pl', '##o']",B-ORG,B-ORG,sentence#1069,True
27440,official,['official'],O,O,sentence#1069,True
27441,",","[',']",O,O,sentence#1069,True
27442,who,['who'],O,O,sentence#1069,True
27443,requested,['requested'],O,O,sentence#1069,True
27444,anonymity,"['ano', '##nymi', '##ty']",O,O,sentence#1069,True
27445,",","[',']",O,O,sentence#1069,True
27446,told,['told'],O,O,sentence#1069,True
27447,Reuters,['reuters'],B-ORG,B-ORG,sentence#1069,True
27448,Israeli,['israeli'],B-MISC,B-MISC,sentence#1070,True
27449,officials,['officials'],O,O,sentence#1070,True
27450,said,['said'],O,O,sentence#1070,True
27451,no,['no'],O,O,sentence#1070,True
27452,meeting,['meeting'],O,O,sentence#1070,True
27453,had,['had'],O,O,sentence#1070,True
27454,yet,['yet'],O,O,sentence#1070,True
27455,been,['been'],O,O,sentence#1070,True
27456,set,['set'],O,O,sentence#1070,True
27457,Arafat,"['ara', '##fat']",B-PER,B-PER,sentence#1071,True
27458,'s,"[""'"", 's']",O,O,sentence#1071,True
27459,adviser,"['ad', '##viser']",O,O,sentence#1071,True
27460,Nabil,"['nabi', '##l']",B-PER,B-PER,sentence#1071,True
27461,Abu,['abu'],I-PER,I-PER,sentence#1071,True
27462,Rdainah,"['rd', '##aina', '##h']",I-PER,I-PER,sentence#1071,True
27463,said,['said'],O,O,sentence#1071,True
27464,:,[':'],O,O,sentence#1071,True
27465,"""","['""']",O,O,sentence#1071,True
27466,President,['president'],O,O,sentence#1071,True
27467,Arafat,"['ara', '##fat']",B-PER,B-PER,sentence#1071,True
27468,is,['is'],O,O,sentence#1071,True
27469,ready,['ready'],O,O,sentence#1071,True
27470,to,['to'],O,O,sentence#1071,True
27471,meet,['meet'],O,O,sentence#1071,True
27472,Prime,['prime'],O,O,sentence#1071,True
27473,Minister,['minister'],O,O,sentence#1071,True
27474,Netanyahu,"['net', '##anya', '##hu']",B-PER,B-PER,sentence#1071,True
27475,but,['but'],O,O,sentence#1071,True
27476,no,['no'],O,O,sentence#1071,True
27477,time,['time'],O,O,sentence#1071,True
27478,or,['or'],O,O,sentence#1071,True
27479,date,['date'],O,O,sentence#1071,True
27480,has,['has'],O,O,sentence#1071,True
27481,been,['been'],O,O,sentence#1071,True
27482,set,['set'],O,O,sentence#1071,True
27483,for,['for'],O,O,sentence#1071,True
27484,such,['such'],O,O,sentence#1071,True
27485,a,['a'],O,O,sentence#1071,True
27486,meeting,['meeting'],O,O,sentence#1071,True
27487,yet,['yet'],O,O,sentence#1071,True
27488,"""","['""']",O,O,sentence#1072,True
27489,President,['president'],O,O,sentence#1072,True
27490,Arafat,"['ara', '##fat']",B-PER,B-PER,sentence#1072,True
27491,'s,"[""'"", 's']",O,O,sentence#1072,True
27492,position,['position'],O,O,sentence#1072,True
27493,is,['is'],O,O,sentence#1072,True
27494,clear,['clear'],O,O,sentence#1072,True
27495,that,['that'],O,O,sentence#1072,True
27496,such,['such'],O,O,sentence#1072,True
27497,a,['a'],O,O,sentence#1072,True
27498,meeting,['meeting'],O,O,sentence#1072,True
27499,should,['should'],O,O,sentence#1072,True
27500,come,['come'],O,O,sentence#1072,True
27501,after,['after'],O,O,sentence#1072,True
27502,successful,['successful'],O,O,sentence#1072,True
27503,negotiations,['negotiations'],O,O,sentence#1072,True
27504,so,['so'],O,O,sentence#1072,True
27505,that,['that'],O,O,sentence#1072,True
27506,the,['the'],O,O,sentence#1072,True
27507,meeting,['meeting'],O,O,sentence#1072,True
27508,would,['would'],O,O,sentence#1072,True
27509,have,['have'],O,O,sentence#1072,True
27510,positive,['positive'],O,O,sentence#1072,True
27511,results,['results'],O,O,sentence#1072,True
27512,Especially,['especially'],O,O,sentence#1073,True
27513,since,['since'],O,O,sentence#1073,True
27514,the,['the'],O,O,sentence#1073,True
27515,Hebron,"['heb', '##ron']",B-LOC,B-LOC,sentence#1073,True
27516,issue,['issue'],O,O,sentence#1073,True
27517,has,['has'],O,O,sentence#1073,True
27518,not,['not'],O,O,sentence#1073,True
27519,been,['been'],O,O,sentence#1073,True
27520,agreed,['agreed'],O,O,sentence#1073,True
27521,yet,['yet'],O,O,sentence#1073,True
27522,and,['and'],O,O,sentence#1073,True
27523,the,['the'],O,O,sentence#1073,True
27524,crucial,['crucial'],O,O,sentence#1073,True
27525,disputed,['disputed'],O,O,sentence#1073,True
27526,issues,['issues'],O,O,sentence#1073,True
27527,have,['have'],O,O,sentence#1073,True
27528,not,['not'],O,O,sentence#1073,True
27529,been,['been'],O,O,sentence#1073,True
27530,resolved,['resolved'],O,O,sentence#1073,True
27531,"""","['""']",O,O,sentence#1074,True
27532,But,['but'],O,O,sentence#1074,True
27533,Rdainah,"['rd', '##aina', '##h']",B-PER,B-PER,sentence#1074,True
27534,said,['said'],O,O,sentence#1074,True
27535,Arafat,"['ara', '##fat']",B-PER,B-PER,sentence#1074,True
27536,would,['would'],O,O,sentence#1074,True
27537,go,['go'],O,O,sentence#1074,True
27538,to,['to'],O,O,sentence#1074,True
27539,Cairo,['cairo'],B-LOC,B-LOC,sentence#1074,True
27540,on,['on'],O,O,sentence#1074,True
27541,Saturday,['saturday'],O,O,sentence#1074,True
27542,for,['for'],O,O,sentence#1074,True
27543,talks,['talks'],O,O,sentence#1074,True
27544,with,['with'],O,O,sentence#1074,True
27545,Mubarak,"['mu', '##bara', '##k']",B-PER,B-PER,sentence#1074,True
27546,Both,['both'],O,O,sentence#1075,True
27547,Arafat,"['ara', '##fat']",B-PER,B-PER,sentence#1075,True
27548,and,['and'],O,O,sentence#1075,True
27549,Netanyahu,"['net', '##anya', '##hu']",B-PER,B-PER,sentence#1075,True
27550,have,['have'],O,O,sentence#1075,True
27551,expressed,['expressed'],O,O,sentence#1075,True
27552,willingness,"['willing', '##ness']",O,O,sentence#1075,True
27553,to,['to'],O,O,sentence#1075,True
27554,meet,['meet'],O,O,sentence#1075,True
27555,They,['they'],O,O,sentence#1076,True
27556,last,['last'],O,O,sentence#1076,True
27557,met,['met'],O,O,sentence#1076,True
27558,in,['in'],O,O,sentence#1076,True
27559,Washington,['washington'],B-LOC,B-LOC,sentence#1076,True
27560,after,['after'],O,O,sentence#1076,True
27561,clashes,"['clash', '##es']",O,O,sentence#1076,True
27562,in,['in'],O,O,sentence#1076,True
27563,September,['september'],O,O,sentence#1076,True
27564,that,['that'],O,O,sentence#1076,True
27565,killed,['killed'],O,O,sentence#1076,True
27566,60,['60'],O,O,sentence#1076,True
27567,Palestinians,"['palestinian', '##s']",B-MISC,B-MISC,sentence#1076,True
27568,and,['and'],O,O,sentence#1076,True
27569,15,['15'],O,O,sentence#1076,True
27570,Israelis,"['israeli', '##s']",B-MISC,B-MISC,sentence#1076,True
27571,The,['the'],O,O,sentence#1077,True
27572,violence,['violence'],O,O,sentence#1077,True
27573,was,['was'],O,O,sentence#1077,True
27574,spurred,"['spur', '##red']",O,O,sentence#1077,True
27575,by,['by'],O,O,sentence#1077,True
27576,Israel,['israel'],B-LOC,B-LOC,sentence#1077,True
27577,'s,"[""'"", 's']",O,O,sentence#1077,True
27578,opening,['opening'],O,O,sentence#1077,True
27579,an,['an'],O,O,sentence#1077,True
27580,entrance,['entrance'],O,O,sentence#1077,True
27581,to,['to'],O,O,sentence#1077,True
27582,a,['a'],O,O,sentence#1077,True
27583,tunnel,['tunnel'],O,O,sentence#1077,True
27584,near,['near'],O,O,sentence#1077,True
27585,Moslem,"['mos', '##lem']",B-MISC,B-MISC,sentence#1077,True
27586,sites,['sites'],O,O,sentence#1077,True
27587,in,['in'],O,O,sentence#1077,True
27588,Jerusalem,['jerusalem'],B-LOC,B-LOC,sentence#1077,True
27589,The,['the'],O,O,sentence#1078,True
27590,Palestine,['palestine'],B-ORG,B-ORG,sentence#1078,True
27591,Liberation,['liberation'],I-ORG,I-ORG,sentence#1078,True
27592,Organisation,['organisation'],I-ORG,I-ORG,sentence#1078,True
27593,(,['('],O,O,sentence#1078,True
27594,PLO,"['pl', '##o']",B-ORG,B-ORG,sentence#1078,True
27595,),[')'],O,O,sentence#1078,True
27596,negotiators,"['nego', '##tia', '##tors']",O,O,sentence#1078,True
27597,said,['said'],O,O,sentence#1078,True
27598,the,['the'],O,O,sentence#1078,True
27599,last,['last'],O,O,sentence#1078,True
27600,two,['two'],O,O,sentence#1078,True
27601,weeks,['weeks'],O,O,sentence#1078,True
27602,of,['of'],O,O,sentence#1078,True
27603,talks,['talks'],O,O,sentence#1078,True
27604,with,['with'],O,O,sentence#1078,True
27605,Israel,['israel'],B-LOC,B-LOC,sentence#1078,True
27606,on,['on'],O,O,sentence#1078,True
27607,implementing,"['implement', '##ing']",O,O,sentence#1078,True
27608,the,['the'],O,O,sentence#1078,True
27609,long-delayed,"['long', '-', 'delayed']",O,O,sentence#1078,True
27610,handover,"['hand', '##over']",O,O,sentence#1078,True
27611,of,['of'],O,O,sentence#1078,True
27612,most,['most'],O,O,sentence#1078,True
27613,of,['of'],O,O,sentence#1078,True
27614,Hebron,"['heb', '##ron']",B-LOC,B-LOC,sentence#1078,True
27615,to,['to'],O,O,sentence#1078,True
27616,PLO,"['pl', '##o']",B-ORG,B-ORG,sentence#1078,True
27617,rule,['rule'],O,O,sentence#1078,True
27618,had,['had'],O,O,sentence#1078,True
27619,been,['been'],O,O,sentence#1078,True
27620,"""","['""']",O,O,sentence#1078,True
27621,meaningless,"['meaning', '##less']",O,O,sentence#1078,True
27622,"""","['""']",O,O,sentence#1078,True
27623,",","[',']",O,O,sentence#1078,True
27624,necessitating,"['necessita', '##ting']",O,O,sentence#1078,True
27625,an,['an'],O,O,sentence#1078,True
27626,Arafat-Netanyahu,"['ara', '##fat', '-', 'net', '##anya', '##hu']",O,B-PER,sentence#1078,False
27627,meeting,['meeting'],O,O,sentence#1078,True
27628,Mubarak,"['mu', '##bara', '##k']",B-PER,B-PER,sentence#1079,True
27629,'s,"[""'"", 's']",O,O,sentence#1079,True
27630,adviser,"['ad', '##viser']",O,O,sentence#1079,True
27631,Osama,"['osam', '##a']",B-PER,B-PER,sentence#1079,True
27632,el-Baz,"['el', '-', 'ba', '##z']",I-PER,I-PER,sentence#1079,True
27633,said,['said'],O,O,sentence#1079,True
27634,on,['on'],O,O,sentence#1079,True
27635,Thursday,['thursday'],O,O,sentence#1079,True
27636,there,['there'],O,O,sentence#1079,True
27637,were,['were'],O,O,sentence#1079,True
27638,efforts,['efforts'],O,O,sentence#1079,True
27639,to,['to'],O,O,sentence#1079,True
27640,arrange,"['arran', '##ge']",O,O,sentence#1079,True
27641,a,['a'],O,O,sentence#1079,True
27642,meeting,['meeting'],O,O,sentence#1079,True
27643,between,['between'],O,O,sentence#1079,True
27644,the,['the'],O,O,sentence#1079,True
27645,Israeli,['israeli'],B-MISC,B-MISC,sentence#1079,True
27646,and,['and'],O,O,sentence#1079,True
27647,Palestinian,['palestinian'],B-MISC,B-MISC,sentence#1079,True
27648,leaders,['leaders'],O,O,sentence#1079,True
27649,Palestinian,['palestinian'],B-ORG,B-ORG,sentence#1080,True
27650,Authority,['authority'],I-ORG,I-ORG,sentence#1080,True
27651,Secretary,['secretary'],O,O,sentence#1080,True
27652,General,['general'],O,O,sentence#1080,True
