,words,preprocessed_words,tokenised_words,pre_tok_words,true,pred,sentence,agreement
10425,بإجراء,ب+ إجراء,"['بإ', '##جرا', '##ء']","['ب+', 'إجراء']",O,O,sentence#388,True
10426,دراسات,دراس +ات,"['دراس', '##ات']","['دراس', '+ات']",O,O,sentence#388,True
10427,تستفيد,تستفيد,['تستفيد'],['تستفيد'],O,O,sentence#388,True
10428,من,من,['من'],['من'],O,O,sentence#388,True
10429,بقائها,بقائ +ها,"['بقائ', '##ها']","['بقائ', '+ها']",O,O,sentence#388,True
10430,في,في,['في'],['في'],O,O,sentence#388,True
10431,مكان,مكان,['مكان'],['مكان'],O,O,sentence#388,True
10432,واحد,واحد,['واحد'],['واحد'],O,O,sentence#388,True
10433,مثل,مثل,['مثل'],['مثل'],O,O,sentence#388,True
10434,مراقبة,مراقب +ة,"['مراقب', '##ة']","['مراقب', '+ة']",O,O,sentence#388,True
10435,تأثيرات,تأثير +ات,"['تأثير', '##ات']","['تأثير', '+ات']",O,O,sentence#388,True
10436,الريح,ال+ ريح,"['الري', '##ح']","['ال+', 'ريح']",O,O,sentence#388,True
10437,على,على,['على'],['على'],O,O,sentence#388,True
10438,التراب,ال+ تراب,"['الت', '##راب']","['ال+', 'تراب']",O,O,sentence#388,True
10439,من,من,['من'],['من'],O,O,sentence#389,True
10440,بالتحرك,ب+ ال+ تحرك,"['بال', '##تحرك']","['ب+', 'ال+', 'تحرك']",O,O,sentence#389,True
10441,من,من,['من'],['من'],O,O,sentence#389,True
10442,جديد,جديد,['جديد'],['جديد'],O,O,sentence#389,True
10443,عندما,عندما,['عندما'],['عندما'],O,O,sentence#389,True
10444,تزداد,تزداد,['تزداد'],['تزداد'],O,O,sentence#389,True
10445,طاقتها,طاق +ت +ها,"['طاق', '##تها']","['طاق', '+ت', '+ها']",O,O,sentence#389,True
10446,الشمسية,ال+ شمسي +ة,"['الش', '##مس', '##ية']","['ال+', 'شمسي', '+ة']",O,O,sentence#389,True
10447,مع,مع,['مع'],['مع'],O,O,sentence#389,True
10448,اقتراب,اقتراب,['اقتراب'],['اقتراب'],O,O,sentence#389,True
10449,فصل,فصل,['فصل'],['فصل'],O,O,sentence#389,True
10450,الربيع,ال+ ربيع,"['الر', '##بيع']","['ال+', 'ربيع']",O,O,sentence#389,True
10451,المريخي,ال+ مريخي,"['المر', '##ي', '##خي']","['ال+', 'مريخي']",O,O,sentence#389,True
10452,بقيمة,ب+ قيم +ة,"['بقي', '##مة']","['ب+', 'قيم', '+ة']",O,O,sentence#390,True
10453,المركبتان,ال+ مركبتان,"['المر', '##كب', '##تان']","['ال+', 'مركب', '##تان']",O,O,sentence#390,True
10454,الاستكشافيتان,ال+ استكشافيتان,"['الا', '##ستك', '##شافي', '##تان']","['ال+', 'استكشافي', '##تان']",O,O,sentence#390,True
10455,بطاقتهما,بطاق +ت +هما,"['بطاق', '##تهما']","['بطاق', '+ت', '+هما']",O,O,sentence#390,True
10456,الدنيا,ال+ دنيا,"['الدن', '##يا']","['ال+', 'دنيا']",O,O,sentence#390,True
10457,خلال,خلال,['خلال'],['خلال'],O,O,sentence#390,True
10458,الشهر,ال+ شهر,['الشهر'],"['ال+', 'شهر']",O,O,sentence#390,True
10459,الجاري,ال+ جاري,"['الج', '##اري']","['ال+', 'جاري']",O,O,sentence#390,True
10460,باعتبار,ب+ اعتبار,"['باع', '##تبار']","['ب+', 'اعتبار']",O,O,sentence#390,True
10461,أن,أن,['أن'],['أن'],O,O,sentence#390,True
10462,المريخ,ال+ مريخ,"['المر', '##ي', '##خ']","['ال+', 'مريخ']",B-LOC,B-MISC,sentence#390,False
10463,سيمر,س+ يمر,"['سيم', '##ر']","['س+', 'يمر']",O,O,sentence#390,True
10464,خلف,خلف,['خلف'],['خلف'],O,O,sentence#390,True
10465,الشمس,ال+ شمس,"['الش', '##مس']","['ال+', 'شمس']",O,O,sentence#390,True
10466,إذا,إذا,['إذا'],['إذا'],O,O,sentence#390,True
10467,نظر,نظر,['نظر'],['نظر'],O,O,sentence#390,True
10468,إليه,إلي +ه,"['إلي', '##ه']","['إلي', '+ه']",O,O,sentence#390,True
10469,من,من,['من'],['من'],O,O,sentence#390,True
10470,الأرض,ال+ أرض,"['الأر', '##ض']","['ال+', 'أرض']",O,O,sentence#390,True
10471,،,،,['،'],['،'],O,O,sentence#390,True
10472,وهذا,و+ هذا,"['وه', '##ذا']","['و+', 'هذا']",O,O,sentence#390,True
10473,يجعل,يجعل,['يجعل'],['يجعل'],O,O,sentence#390,True
10474,الاتصال,ال+ اتصال,"['الا', '##تص', '##ال']","['ال+', 'اتصال']",O,O,sentence#390,True
10475,مع,مع,['مع'],['مع'],O,O,sentence#390,True
10476,المركبتين,ال+ مركب +ت +ين,"['المر', '##كب', '##تين']","['ال+', 'مركب', '+ت', '+ين']",O,O,sentence#390,True
10477,أكثر,أكثر,['أكثر'],['أكثر'],O,O,sentence#390,True
10478,صعوبة,صعوب +ة,"['صعوب', '##ة']","['صعوب', '+ة']",O,O,sentence#390,True
10479,مما,مما,['مما'],['مما'],O,O,sentence#390,True
10480,هو,هو,['هو'],['هو'],O,O,sentence#390,True
10481,في,في,['في'],['في'],O,O,sentence#390,True
10482,الظروف,ال+ ظروف,"['ال', '##ظروف']","['ال+', 'ظروف']",O,O,sentence#390,True
10483,العادية,ال+ عادي +ة,"['الع', '##ادية']","['ال+', 'عادي', '+ة']",O,O,sentence#390,True
10484,جنوب,جنوب,['جنوب'],['جنوب'],O,O,sentence#391,True
10485,أنوش,أنوش,"['أنو', '##ش']","['أنو', '##ش']",B-PERS,B-PERS,sentence#391,True
10486,أنصاري,أنصاري,['أنصاري'],['أنصاري'],I-PERS,I-PERS,sentence#391,True
10487,،,،,['،'],['،'],O,O,sentence#391,True
10488,أول,أول,['أول'],['أول'],O,O,sentence#391,True
10489,امرأة,امرأ +ة,"['امرأ', '##ة']","['امرأ', '+ة']",O,O,sentence#391,True
10490,مسلمة,مسلم +ة,"['مسلم', '##ة']","['مسلم', '+ة']",O,O,sentence#391,True
10491,تنطلق,تنطلق,['تنطلق'],['تنطلق'],O,O,sentence#391,True
10492,الى,الى,['الى'],['الى'],O,O,sentence#391,True
10493,الفضاء,ال+ فضاء,"['الف', '##ضاء']","['ال+', 'فضاء']",O,O,sentence#391,True
10494,الخارجي,ال+ خارجي,"['الخ', '##ارج', '##ي']","['ال+', 'خارجي']",O,O,sentence#391,True
10495,في,في,['في'],['في'],O,O,sentence#391,True
10496,مركبة,مركب +ة,"['مركب', '##ة']","['مركب', '+ة']",O,O,sentence#391,True
10497,الفضاء,ال+ فضاء,"['الف', '##ضاء']","['ال+', 'فضاء']",O,O,sentence#391,True
10498,الروسية,ال+ روسي +ة,"['الر', '##وسية']","['ال+', 'روسي', '+ة']",O,O,sentence#391,True
10499,سويوز,سويوز,['سويوز'],['سويوز'],B-MISC,B-MISC,sentence#391,True
10500,في,في,['في'],['في'],O,O,sentence#391,True
10501,قازاخستان,قازاخستان,['قازاخستان'],['قازاخستان'],B-LOC,B-LOC,sentence#391,True
10502,فجر,فجر,['فجر'],['فجر'],O,O,sentence#391,True
10503,الجمعة,ال+ جمع +ة,"['الجم', '##عة']","['ال+', 'جمع', '+ة']",O,O,sentence#391,True
10504,،,،,['،'],['،'],O,O,sentence#391,True
10505,بعد,بعد,['بعد'],['بعد'],O,O,sentence#391,True
10506,رحلة,رحل +ة,"['رحل', '##ة']","['رحل', '+ة']",O,O,sentence#391,True
10507,الى,الى,['الى'],['الى'],O,O,sentence#391,True
10508,محطة,محط +ة,"['محط', '##ة']","['محط', '+ة']",O,O,sentence#391,True
10509,الفضاء,ال+ فضاء,"['الف', '##ضاء']","['ال+', 'فضاء']",O,O,sentence#391,True
10510,الدولية,ال+ دولي +ة,"['الد', '##ولية']","['ال+', 'دولي', '+ة']",O,O,sentence#391,True
10511,الشعب,ال+ شعب,"['الش', '##عب']","['ال+', 'شعب']",O,O,sentence#392,True
10512,مركبة,مركب +ة,"['مركب', '##ة']","['مركب', '+ة']",O,O,sentence#392,True
10513,الفضاء,ال+ فضاء,"['الف', '##ضاء']","['ال+', 'فضاء']",O,O,sentence#392,True
10514,سيوز,س+ يوز,"['سيو', '##ز']","['س+', 'يوز']",B-MISC,B-MISC,sentence#392,True
10515,تقل,تقل,['تقل'],['تقل'],O,O,sentence#392,True
10516,أيضا,أيض +ا,['أيضا'],"['أيض', '+ا']",O,O,sentence#392,True
10517,رائدي,رائد +ي,['رائدي'],"['رائد', '+ي']",O,O,sentence#392,True
10518,الفضاء,ال+ فضاء,"['الف', '##ضاء']","['ال+', 'فضاء']",O,O,sentence#392,True
10519,الروسي,ال+ روسي,"['الر', '##وسي']","['ال+', 'روسي']",O,O,sentence#392,True
10520,بافل,بافل,['بافل'],['بافل'],B-PERS,B-PERS,sentence#392,True
10521,فينوجرادوف,فينوجرادوف,"['فينو', '##جراد', '##وف']","['فينو', '##جراد', '##وف']",I-PERS,I-PERS,sentence#392,True
10522,والأمريكي,و+ ال+ أمريكي,"['وال', '##أمريكي']","['و+', 'ال+', 'أمريكي']",O,O,sentence#392,True
10523,جيف,جيف,['جيف'],['جيف'],B-PERS,B-PERS,sentence#392,True
10524,وليامز,وليامز,['وليامز'],['وليامز'],I-PERS,I-PERS,sentence#392,True
10525,تجارب,تجارب,['تجارب'],['تجارب'],O,O,sentence#393,True
10526,بسلام,ب+ سلام,"['بسل', '##ام']","['ب+', 'سلام']",O,O,sentence#393,True
10527,في,في,['في'],['في'],O,O,sentence#393,True
10528,نطاق,نطاق,['نطاق'],['نطاق'],O,O,sentence#393,True
10529,ال,ال,['ال'],['ال'],O,O,sentence#393,True
10530,ـ,,['[UNK]'],[],removed,removed,sentence#393,True
10531,90,90,['90'],['90'],O,O,sentence#393,True
10532,كيلومترا,كيلومتر +ا,"['كيلومتر', '##ا']","['كيلومتر', '+ا']",O,O,sentence#393,True
10533,المحدد,ال+ محدد,"['المح', '##دد']","['ال+', 'محدد']",O,O,sentence#393,True
10534,لهبوطها,ل+ هبوط +ها,"['لهب', '##وط', '##ها']","['ل+', 'هبوط', '+ها']",O,O,sentence#393,True
10535,والخامسة,و+ ال+ خامس +ة,"['وال', '##خا', '##مس', '##ة']","['و+', 'ال+', 'خامس', '+ة']",O,O,sentence#394,True
10536,المركبة,ال+ مركب +ة,"['المر', '##كب', '##ة']","['ال+', 'مركب', '+ة']",O,O,sentence#394,True
10537,قد,قد,['قد'],['قد'],O,O,sentence#394,True
10538,أبطأت,أبطأ +ت,"['أبطأ', '##ت']","['أبطأ', '+ت']",O,O,sentence#394,True
10539,من,من,['من'],['من'],O,O,sentence#394,True
10540,سرعة,سرع +ة,"['سرع', '##ة']","['سرع', '+ة']",O,O,sentence#394,True
10541,هبوطها,هبوط +ها,"['هبوط', '##ها']","['هبوط', '+ها']",O,O,sentence#394,True
10542,باطلاق,ب+ اطلاق,"['باطل', '##اق']","['ب+', 'اطلاق']",O,O,sentence#394,True
10543,صواريخ,صواريخ,['صواريخ'],['صواريخ'],O,O,sentence#394,True
10544,ومظلات,و+ مظل +ات,"['وم', '##ظل', '##ات']","['و+', 'مظل', '+ات']",O,O,sentence#394,True
10545,،,،,['،'],['،'],O,O,sentence#394,True
10546,مما,مما,['مما'],['مما'],O,O,sentence#394,True
10547,جعلها,جعل +ها,"['جعل', '##ها']","['جعل', '+ها']",O,O,sentence#394,True
10548,تهبط,تهبط,['تهبط'],['تهبط'],O,O,sentence#394,True
10549,بيسر,ب+ يسر,"['بيس', '##ر']","['ب+', 'يسر']",O,O,sentence#394,True
10550,شمال,شمال,['شمال'],['شمال'],O,O,sentence#394,True
10551,بلدة,بلد +ة,"['بلد', '##ة']","['بلد', '+ة']",O,O,sentence#394,True
10552,أركاليك,أركاليك,"['أرك', '##اليك']","['أرك', '##اليك']",B-LOC,B-LOC,sentence#394,True
10553,عن,عن,['عن'],['عن'],O,O,sentence#395,True
10554,بالمركبة,ب+ ال+ مركب +ة,"['بالم', '##رك', '##بة']","['ب+', 'ال+', 'مركب', '+ة']",O,O,sentence#395,True
10555,فور,فور,['فور'],['فور'],O,O,sentence#395,True
10556,هبوطها,هبوط +ها,"['هبوط', '##ها']","['هبوط', '+ها']",O,O,sentence#395,True
10557,فريق,فريق,['فريق'],['فريق'],O,O,sentence#395,True
10558,من,من,['من'],['من'],O,O,sentence#395,True
10559,برنامج,برنامج,['برنامج'],['برنامج'],O,O,sentence#395,True
10560,الفضاء,ال+ فضاء,"['الف', '##ضاء']","['ال+', 'فضاء']",O,O,sentence#395,True
10561,الروسي,ال+ روسي,"['الر', '##وسي']","['ال+', 'روسي']",O,O,sentence#395,True
10562,مكلف,مكلف,['مكلف'],['مكلف'],O,O,sentence#395,True
10563,باستعادة,ب+ استعاد +ة,"['باست', '##عادة']","['ب+', 'استعاد', '+ة']",O,O,sentence#395,True
10564,المركبة,ال+ مركب +ة,"['المر', '##كب', '##ة']","['ال+', 'مركب', '+ة']",O,O,sentence#395,True
10565,،,،,['،'],['،'],O,O,sentence#395,True
10566,وقاموا,و+ قام +وا,"['وق', '##امو', '##ا']","['و+', 'قام', '+وا']",O,O,sentence#395,True
10567,بفتح,ب+ فتح,"['بف', '##تح']","['ب+', 'فتح']",O,O,sentence#395,True
10568,بابها,باب +ها,"['باب', '##ها']","['باب', '+ها']",O,O,sentence#395,True
10569,وإخراج,و+ إخراج,"['وإ', '##خراج']","['و+', 'إخراج']",O,O,sentence#395,True
10570,الرواد,ال+ رواد,"['الر', '##واد']","['ال+', 'رواد']",O,O,sentence#395,True
10571,منها,من +ها,"['منه', '##ا']","['من', '+ها']",O,O,sentence#395,True
10572,،,،,['،'],['،'],O,O,sentence#395,True
10573,حيث,حيث,['حيث'],['حيث'],O,O,sentence#395,True
10574,جرى,جرى,['جرى'],['جرى'],O,O,sentence#395,True
10575,نقلهم,نقل +هم,"['نقل', '##هم']","['نقل', '+هم']",O,O,sentence#395,True
10576,الى,الى,['الى'],['الى'],O,O,sentence#395,True
10577,طائرة,طائر +ة,"['طائر', '##ة']","['طائر', '+ة']",O,O,sentence#395,True
10578,مروحية,مروحي +ة,"['مروحي', '##ة']","['مروحي', '+ة']",O,O,sentence#395,True
10579,وجرى,و+ جرى,"['وجر', '##ى']","['و+', 'جرى']",O,O,sentence#395,True
10580,نقل,نقل,['نقل'],['نقل'],O,O,sentence#395,True
10581,الرواد,ال+ رواد,"['الر', '##واد']","['ال+', 'رواد']",O,O,sentence#395,True
10582,من,من,['من'],['من'],O,O,sentence#395,True
10583,موقع,موقع,['موقع'],['موقع'],O,O,sentence#395,True
10584,الهبوط,ال+ هبوط,"['اله', '##بوط']","['ال+', 'هبوط']",O,O,sentence#395,True
10585,الى,الى,['الى'],['الى'],O,O,sentence#395,True
10586,أحد,أحد,['أحد'],['أحد'],O,O,sentence#395,True
10587,مراكز,مراكز,['مراكز'],['مراكز'],O,O,sentence#395,True
10588,تجارب,تجارب,['تجارب'],['تجارب'],O,O,sentence#395,True
10589,الفضاء,ال+ فضاء,"['الف', '##ضاء']","['ال+', 'فضاء']",O,O,sentence#395,True
10590,خارج,خارج,['خارج'],['خارج'],O,O,sentence#395,True
10591,العاصمة,ال+ عاصم +ة,"['الع', '##اصم', '##ة']","['ال+', 'عاصم', '+ة']",O,O,sentence#395,True
10592,الروسية,ال+ روسي +ة,"['الر', '##وسية']","['ال+', 'روسي', '+ة']",O,O,sentence#395,True
10593,موسكو,موسكو,['موسكو'],['موسكو'],B-LOC,B-LOC,sentence#395,True
10594,،,،,['،'],['،'],O,O,sentence#395,True
10595,حيث,حيث,['حيث'],['حيث'],O,O,sentence#395,True
10596,ستجرى,س+ تجرى,"['ست', '##جرى']","['س+', 'تجرى']",O,O,sentence#395,True
10597,فحوص,فحوص,['فحوص'],['فحوص'],O,O,sentence#395,True
10598,طبية,طبي +ة,"['طبي', '##ة']","['طبي', '+ة']",O,O,sentence#395,True
10599,لهم,ل+ +هم,['لهم'],"['ل+', '+هم']",O,O,sentence#395,True
10600,طويلة,طويل +ة,"['طويل', '##ة']","['طويل', '+ة']",O,O,sentence#396,True
10601,الأيام,ال+ أيام,"['الأ', '##يا', '##م']","['ال+', 'أيام']",O,O,sentence#396,True
10602,العشر,ال+ عشر,"['الع', '##شر']","['ال+', 'عشر']",O,O,sentence#396,True
10603,التي,التي,['التي'],['التي'],O,O,sentence#396,True
10604,قضيتها,قضي +ت +ها,"['قضي', '##تها']","['قضي', '+ت', '+ها']",O,O,sentence#396,True
10605,في,في,['في'],['في'],O,O,sentence#396,True
10606,الفضاء,ال+ فضاء,"['الف', '##ضاء']","['ال+', 'فضاء']",O,O,sentence#396,True
10607,كانت,كان +ت,['كانت'],"['كان', '+ت']",O,O,sentence#396,True
10608,رائعة,رائع +ة,"['رائع', '##ة']","['رائع', '+ة']",O,O,sentence#396,True
10609,",",",","[',']","[',']",O,O,sentence#396,True
10610,أنوش,أنوش,"['أنو', '##ش']","['أنو', '##ش']",B-PERS,B-PERS,sentence#396,True
10611,أنصاري,أنصاري,['أنصاري'],['أنصاري'],I-PERS,I-PERS,sentence#396,True
10612,فضلا,فضل +ا,"['فضل', '##ا']","['فضل', '+ا']",O,O,sentence#397,True
10613,بالورود,ب+ ال+ ورود,"['بال', '##ورو', '##د']","['ب+', 'ال+', 'ورود']",O,O,sentence#397,True
10614,ولدى,و+ لدى,"['ولد', '##ى']","['و+', 'لدى']",O,O,sentence#397,True
10615,نقل,نقل,['نقل'],['نقل'],O,O,sentence#397,True
10616,أنوش,أنوش,"['أنو', '##ش']","['أنو', '##ش']",B-PERS,B-PERS,sentence#397,True
10617,أنصاري,أنصاري,['أنصاري'],['أنصاري'],I-PERS,I-PERS,sentence#397,True
10618,من,من,['من'],['من'],O,O,sentence#397,True
10619,مركبة,مركب +ة,"['مركب', '##ة']","['مركب', '+ة']",O,O,sentence#397,True
10620,الفضاء,ال+ فضاء,"['الف', '##ضاء']","['ال+', 'فضاء']",O,O,sentence#397,True
10621,،,،,['،'],['،'],O,O,sentence#397,True
10622,لوحت,لوح +ت,"['لوح', '##ت']","['لوح', '+ت']",O,O,sentence#397,True
10623,بيدها,ب+ يد +ها,"['بيد', '##ها']","['ب+', 'يد', '+ها']",O,O,sentence#397,True
10624,مبتسمة,مبتسم +ة,"['مبتسم', '##ة']","['مبتسم', '+ة']",O,O,sentence#397,True
10625,ابتسامة,ابتسام +ة,"['ابتسام', '##ة']","['ابتسام', '+ة']",O,O,sentence#397,True
10626,عريضة,عريض +ة,"['عريض', '##ة']","['عريض', '+ة']",O,O,sentence#397,True
10627,بعد,بعد,['بعد'],['بعد'],O,O,sentence#397,True
10628,أن,أن,['أن'],['أن'],O,O,sentence#397,True
10629,قدم,قدم,['قدم'],['قدم'],O,O,sentence#397,True
10630,لها,ل+ +ها,['لها'],"['ل+', '+ها']",O,O,sentence#397,True
10631,مستقبلوها,مستقبلوها,"['مستقبل', '##وها']","['مستقبل', '##وها']",O,O,sentence#397,True
10632,باقة,باق +ة,"['باق', '##ة']","['باق', '+ة']",O,O,sentence#397,True
10633,ورود,ورود,['ورود'],['ورود'],O,O,sentence#397,True
10634,حمراء,حمراء,['حمراء'],['حمراء'],O,O,sentence#397,True
10635,المحتلة,ال+ محتل +ة,"['المح', '##تل', '##ة']","['ال+', 'محتل', '+ة']",O,O,sentence#398,True
10636,أنوش,أنوش,"['أنو', '##ش']","['أنو', '##ش']",B-PERS,B-PERS,sentence#398,True
10637,:,:,[':'],[':'],O,O,sentence#398,True
10638,"""","""","['""']","['""']",O,O,sentence#398,True
10639,لقد,لقد,['لقد'],['لقد'],O,O,sentence#398,True
10640,اعتنى,اعتنى,['اعتنى'],['اعتنى'],O,O,sentence#398,True
10641,بي,بي,['بي'],['بي'],O,O,sentence#398,True
10642,أعضاء,أعضاء,['أعضاء'],['أعضاء'],O,O,sentence#398,True
10643,الفريق,ال+ فريق,"['الف', '##ريق']","['ال+', 'فريق']",O,O,sentence#398,True
10644,،,،,['،'],['،'],O,O,sentence#398,True
10645,وأعادوني,و+ أعادوني,"['وأع', '##ادوني']","['و+', 'أعادو', '##ني']",O,O,sentence#398,True
10646,الى,الى,['الى'],['الى'],O,O,sentence#398,True
10647,الأرض,ال+ أرض,"['الأر', '##ض']","['ال+', 'أرض']",O,O,sentence#398,True
10648,بسلام,ب+ سلام,"['بسل', '##ام']","['ب+', 'سلام']",O,O,sentence#398,True
10649,"""","""","['""']","['""']",O,O,sentence#398,True
10650,عاشها,عاش +ها,"['عاش', '##ها']","['عاش', '+ها']",O,O,sentence#399,True
10651,أول,أول,['أول'],['أول'],O,O,sentence#399,True
10652,امرأة,امرأ +ة,"['امرأ', '##ة']","['امرأ', '+ة']",O,O,sentence#399,True
10653,مسلمة,مسلم +ة,"['مسلم', '##ة']","['مسلم', '+ة']",O,O,sentence#399,True
10654,تنطلق,تنطلق,['تنطلق'],['تنطلق'],O,O,sentence#399,True
10655,الى,الى,['الى'],['الى'],O,O,sentence#399,True
10656,الفضاء,ال+ فضاء,"['الف', '##ضاء']","['ال+', 'فضاء']",O,O,sentence#399,True
10657,القول,ال+ قول,"['الق', '##ول']","['ال+', 'قول']",O,O,sentence#399,True
10658,:,:,[':'],[':'],O,O,sentence#399,True
10659,"""","""","['""']","['""']",O,O,sentence#399,True
10660,ان,ان,['ان'],['ان'],O,O,sentence#399,True
10661,الأيام,ال+ أيام,"['الأ', '##يا', '##م']","['ال+', 'أيام']",O,O,sentence#399,True
10662,العشر,ال+ عشر,"['الع', '##شر']","['ال+', 'عشر']",O,O,sentence#399,True
10663,التي,التي,['التي'],['التي'],O,O,sentence#399,True
10664,قضيتها,قضي +ت +ها,"['قضي', '##تها']","['قضي', '+ت', '+ها']",O,O,sentence#399,True
10665,في,في,['في'],['في'],O,O,sentence#399,True
10666,الفضاء,ال+ فضاء,"['الف', '##ضاء']","['ال+', 'فضاء']",O,O,sentence#399,True
10667,كانت,كان +ت,['كانت'],"['كان', '+ت']",O,O,sentence#399,True
10668,رائعة,رائع +ة,"['رائع', '##ة']","['رائع', '+ة']",O,O,sentence#399,True
10669,"""","""","['""']","['""']",O,O,sentence#399,True
10670,أعلم,أعلم,['أعلم'],['أعلم'],O,O,sentence#400,True
10671,أنوش,أنوش,"['أنو', '##ش']","['أنو', '##ش']",B-PERS,B-PERS,sentence#400,True
10672,أن,أن,['أن'],['أن'],O,O,sentence#400,True
10673,تتمكن,تتمكن,['تتمكن'],['تتمكن'],O,O,sentence#400,True
10674,من,من,['من'],['من'],O,O,sentence#400,True
10675,تكرار,تكرار,['تكرار'],['تكرار'],O,O,sentence#400,True
10676,الرحلة,ال+ رحل +ة,"['الرح', '##لة']","['ال+', 'رحل', '+ة']",O,O,sentence#400,True
10677,مرة,مر +ة,"['مر', '##ة']","['مر', '+ة']",O,O,sentence#400,True
10678,أخرى,أخرى,['أخرى'],['أخرى'],O,O,sentence#400,True
10679,قريبا,قريب +ا,"['قريب', '##ا']","['قريب', '+ا']",O,O,sentence#400,True
10680,بهم,ب+ +هم,['بهم'],"['ب+', '+هم']",O,O,sentence#401,True
10681,نقلت,نقل +ت,['نقلت'],"['نقل', '+ت']",O,O,sentence#401,True
10682,وكالة,وكال +ة,"['وكال', '##ة']","['وكال', '+ة']",B-ORG,O,sentence#401,False
10683,ايتار,إيتار,"['ايتا', '##ر']",['إيتار'],I-ORG,B-ORG,sentence#401,False
10684,تاس,تاس,['تاس'],['تاس'],I-ORG,I-ORG,sentence#401,True
10685,الروسية,ال+ روسي +ة,"['الر', '##وسية']","['ال+', 'روسي', '+ة']",O,O,sentence#401,True
10686,عن,عن,['عن'],['عن'],O,O,sentence#401,True
10687,رائد,رائد,['رائد'],['رائد'],O,O,sentence#401,True
10688,الفضاء,ال+ فضاء,"['الف', '##ضاء']","['ال+', 'فضاء']",O,O,sentence#401,True
10689,الروسي,ال+ روسي,"['الر', '##وسي']","['ال+', 'روسي']",O,O,sentence#401,True
10690,فينوجرادوف,فينوجرادوف,"['فينو', '##جراد', '##وف']","['فينو', '##جراد', '##وف']",B-PERS,B-PERS,sentence#401,True
10691,القول,ال+ قول,"['الق', '##ول']","['ال+', 'قول']",O,O,sentence#401,True
10692,:,:,[':'],[':'],O,O,sentence#401,True
10693,"""","""","['""']","['""']",O,O,sentence#401,True
10694,لقد,لقد,['لقد'],['لقد'],O,O,sentence#401,True
10695,أدت,أد +ت,"['أد', '##ت']","['أد', '+ت']",O,O,sentence#401,True
10696,أنوش,أنوش,"['أنو', '##ش']","['أنو', '##ش']",B-PERS,B-PERS,sentence#401,True
10697,مهمتها,مهم +ت +ها,"['مهم', '##تها']","['مهم', '+ت', '+ها']",O,O,sentence#401,True
10698,بنجاح,ب+ نجاح,"['بنج', '##اح']","['ب+', 'نجاح']",O,O,sentence#401,True
10699,،,،,['،'],['،'],O,O,sentence#401,True
10700,وهي,و+ هي,['وهي'],"['و+', 'هي']",O,O,sentence#401,True
10701,عضو,عضو,['عضو'],['عضو'],O,O,sentence#401,True
10702,بالفريق,ب+ ال+ فريق,"['بال', '##فري', '##ق']","['ب+', 'ال+', 'فريق']",O,O,sentence#401,True
10703,"""","""","['""']","['""']",O,O,sentence#401,True
10704,آخر,آخر,['آخر'],['آخر'],O,O,sentence#402,True
10705,الفريق,ال+ فريق,"['الف', '##ريق']","['ال+', 'فريق']",O,O,sentence#402,True
10706,العائد,ال+ عائد,"['الع', '##ائد']","['ال+', 'عائد']",O,O,sentence#402,True
10707,الى,الى,['الى'],['الى'],O,O,sentence#402,True
10708,الأرض,ال+ أرض,"['الأر', '##ض']","['ال+', 'أرض']",O,O,sentence#402,True
10709,معه,مع +ه,"['مع', '##ه']","['مع', '+ه']",O,O,sentence#402,True
10710,مجموعة,مجموع +ة,"['مجموع', '##ة']","['مجموع', '+ة']",O,O,sentence#402,True
10711,من,من,['من'],['من'],O,O,sentence#402,True
10712,الديدان,ال+ ديدان,"['الدي', '##دان']","['ال+', 'ديدان']",O,O,sentence#402,True
10713,والحشرات,و+ ال+ حشر +ات,"['وال', '##حش', '##را', '##ت']","['و+', 'ال+', 'حشر', '+ات']",O,O,sentence#402,True
10714,والنباتات,و+ ال+ نبات +ات,"['وال', '##نب', '##اتا', '##ت']","['و+', 'ال+', 'نبات', '+ات']",O,O,sentence#402,True
10715,التي,التي,['التي'],['التي'],O,O,sentence#402,True
10716,وُلدت,ولد +ت,['[UNK]'],"['ولد', '+ت']",O,O,sentence#402,True
10717,،,،,['،'],['،'],O,O,sentence#402,True
10718,وأنبتت,و+ أنبت +ت,"['وأن', '##بت', '##ت']","['و+', 'أنبت', '+ت']",O,O,sentence#402,True
10719,على,على,['على'],['على'],O,O,sentence#402,True
10720,متن,متن,['متن'],['متن'],O,O,sentence#402,True
10721,المحطة,ال+ محط +ة,"['المح', '##طة']","['ال+', 'محط', '+ة']",O,O,sentence#402,True
10722,الفضائية,ال+ فضائي +ة,"['الف', '##ضائي', '##ة']","['ال+', 'فضائي', '+ة']",O,O,sentence#402,True
10723,الدولية,ال+ دولي +ة,"['الد', '##ولية']","['ال+', 'دولي', '+ة']",O,O,sentence#402,True
10724,بحياته,ب+ حيا +ت +ه,"['بح', '##يا', '##ته']","['ب+', 'حيا', '+ت', '+ه']",O,O,sentence#403,True
10725,أنصاري,أنصاري,['أنصاري'],['أنصاري'],I-PERS,B-PERS,sentence#403,False
10726,تعود,تعود,['تعود'],['تعود'],O,O,sentence#403,True
10727,الى,الى,['الى'],['الى'],O,O,sentence#403,True
10728,الأرض,ال+ أرض,"['الأر', '##ض']","['ال+', 'أرض']",O,O,sentence#403,True
10729,نقل,نقل,['نقل'],['نقل'],O,O,sentence#403,True
