,words,preprocessed_words,tokenised_words,pre_tok_words,true,pred,sentence,agreement,model_name,preprocessing
13768,كانت,['كانت'],['كانت'],['كانت'],O,O,sentence#536,True,mbert,without_preprocessing
13769,في,['في'],['في'],['في'],O,O,sentence#536,True,mbert,without_preprocessing
13770,لقاء,"['ل', '##قاء']","['ل', '##قاء']","['ل', '##قاء']",O,O,sentence#536,True,mbert,without_preprocessing
13771,مع,['مع'],['مع'],['مع'],O,O,sentence#536,True,mbert,without_preprocessing
13772,الجزيرة,['الجزيرة'],['الجزيرة'],['الجزيرة'],B-ORG,B-ORG,sentence#536,True,mbert,without_preprocessing
13773,نت,"['ن', '##ت']","['ن', '##ت']","['ن', '##ت']",I-ORG,I-ORG,sentence#536,True,mbert,without_preprocessing
13774,أن,['ان'],['ان'],['ان'],O,O,sentence#536,True,mbert,without_preprocessing
13775,تصريحات,"['ت', '##صر', '##يح', '##ات']","['ت', '##صر', '##يح', '##ات']","['ت', '##صر', '##يح', '##ات']",O,O,sentence#536,True,mbert,without_preprocessing
13776,وزيرة,"['وزير', '##ة']","['وزير', '##ة']","['وزير', '##ة']",O,O,sentence#536,True,mbert,without_preprocessing
13777,الخارجية,['الخارجية'],['الخارجية'],['الخارجية'],O,O,sentence#536,True,mbert,without_preprocessing
13778,ميشلين,"['م', '##يش', '##لين']","['م', '##يش', '##لين']","['م', '##يش', '##لين']",B-PERS,B-PERS,sentence#536,True,mbert,without_preprocessing
13779,كالمي,"['ك', '##ال', '##مي']","['ك', '##ال', '##مي']","['ك', '##ال', '##مي']",I-PERS,I-PERS,sentence#536,True,mbert,without_preprocessing
13780,راي,"['را', '##ي']","['را', '##ي']","['را', '##ي']",I-PERS,O,sentence#536,False,mbert,without_preprocessing
13781,المؤيدة,"['ال', '##مو', '##يدة']","['ال', '##مو', '##يدة']","['ال', '##مو', '##يدة']",O,O,sentence#536,True,mbert,without_preprocessing
13782,للفلسطينيين,"['ل', '##لف', '##لس', '##طين', '##يين']","['ل', '##لف', '##لس', '##طين', '##يين']","['ل', '##لف', '##لس', '##طين', '##يين']",O,O,sentence#536,True,mbert,without_preprocessing
13783,والمنتقدة,"['و', '##ال', '##من', '##تقد', '##ة']","['و', '##ال', '##من', '##تقد', '##ة']","['و', '##ال', '##من', '##تقد', '##ة']",O,O,sentence#536,True,mbert,without_preprocessing
13784,لإسرائيل,"['لا', '##سر', '##ايي', '##ل']","['لا', '##سر', '##ايي', '##ل']","['لا', '##سر', '##ايي', '##ل']",B-LOC,B-LOC,sentence#536,True,mbert,without_preprocessing
13785,لا,['لا'],['لا'],['لا'],O,O,sentence#536,True,mbert,without_preprocessing
13786,تتناسب,"['ت', '##تن', '##اسب']","['ت', '##تن', '##اسب']","['ت', '##تن', '##اسب']",O,O,sentence#536,True,mbert,without_preprocessing
13787,مع,['مع'],['مع'],['مع'],O,O,sentence#536,True,mbert,without_preprocessing
13788,الحياد,"['ال', '##حي', '##اد']","['ال', '##حي', '##اد']","['ال', '##حي', '##اد']",O,O,sentence#536,True,mbert,without_preprocessing
13789,السويسري,"['ال', '##سو', '##يس', '##ري']","['ال', '##سو', '##يس', '##ري']","['ال', '##سو', '##يس', '##ري']",O,O,sentence#536,True,mbert,without_preprocessing
13790,المعروف,['المعروف'],['المعروف'],['المعروف'],O,O,sentence#536,True,mbert,without_preprocessing
13791,رأسها,"['راس', '##ها']","['راس', '##ها']","['راس', '##ها']",O,B-ORG,sentence#537,False,mbert,without_preprocessing
13792,نت,"['ن', '##ت']","['ن', '##ت']","['ن', '##ت']",I-ORG,I-ORG,sentence#537,True,mbert,without_preprocessing
13793,سألت,"['سال', '##ت']","['سال', '##ت']","['سال', '##ت']",O,O,sentence#537,True,mbert,without_preprocessing
13794,هوفمان,"['هو', '##ف', '##مان']","['هو', '##ف', '##مان']","['هو', '##ف', '##مان']",B-PERS,B-PERS,sentence#537,True,mbert,without_preprocessing
13795,عن,['عن'],['عن'],['عن'],O,O,sentence#537,True,mbert,without_preprocessing
13796,لغة,['لغة'],['لغة'],['لغة'],O,O,sentence#537,True,mbert,without_preprocessing
13797,التحذير,"['ال', '##ت', '##ح', '##ذ', '##ير']","['ال', '##ت', '##ح', '##ذ', '##ير']","['ال', '##ت', '##ح', '##ذ', '##ير']",O,O,sentence#537,True,mbert,without_preprocessing
13798,العنيفة,"['ال', '##عني', '##فة']","['ال', '##عني', '##فة']","['ال', '##عني', '##فة']",O,O,sentence#537,True,mbert,without_preprocessing
13799,من,['من'],['من'],['من'],O,O,sentence#537,True,mbert,without_preprocessing
13800,"""","['""']","['""']","['""']",O,O,sentence#537,True,mbert,without_preprocessing
13801,الأصولية,"['الاصول', '##ية']","['الاصول', '##ية']","['الاصول', '##ية']",O,O,sentence#537,True,mbert,without_preprocessing
13802,"""","['""']","['""']","['""']",O,O,sentence#537,True,mbert,without_preprocessing
13803,التي,['التي'],['التي'],['التي'],O,O,sentence#537,True,mbert,without_preprocessing
13804,تضمنتها,"['تضم', '##نت', '##ها']","['تضم', '##نت', '##ها']","['تضم', '##نت', '##ها']",O,O,sentence#537,True,mbert,without_preprocessing
13805,الخطب,"['ال', '##خط', '##ب']","['ال', '##خط', '##ب']","['ال', '##خط', '##ب']",O,O,sentence#537,True,mbert,without_preprocessing
13806,التي,['التي'],['التي'],['التي'],O,O,sentence#537,True,mbert,without_preprocessing
13807,ألقيت,"['ال', '##قي', '##ت']","['ال', '##قي', '##ت']","['ال', '##قي', '##ت']",O,O,sentence#537,True,mbert,without_preprocessing
13808,أثناء,['اثناء'],['اثناء'],['اثناء'],O,O,sentence#537,True,mbert,without_preprocessing
13809,التظاهرة,"['ال', '##ت', '##ظ', '##اهرة']","['ال', '##ت', '##ظ', '##اهرة']","['ال', '##ت', '##ظ', '##اهرة']",O,O,sentence#537,True,mbert,without_preprocessing
13810,",","[',']","[',']","[',']",O,O,sentence#537,True,mbert,without_preprocessing
13811,فاعتبر,"['ف', '##اع', '##تبر']","['ف', '##اع', '##تبر']","['ف', '##اع', '##تبر']",O,O,sentence#537,True,mbert,without_preprocessing
13812,أن,['ان'],['ان'],['ان'],O,O,sentence#537,True,mbert,without_preprocessing
13813,تلك,['تلك'],['تلك'],['تلك'],O,O,sentence#537,True,mbert,without_preprocessing
13814,اللغة,['اللغة'],['اللغة'],['اللغة'],O,O,sentence#537,True,mbert,without_preprocessing
13815,موجهة,"['م', '##وجه', '##ة']","['م', '##وجه', '##ة']","['م', '##وجه', '##ة']",O,O,sentence#537,True,mbert,without_preprocessing
13816,فقط,['فقط'],['فقط'],['فقط'],O,O,sentence#537,True,mbert,without_preprocessing
13817,لمن,"['لم', '##ن']","['لم', '##ن']","['لم', '##ن']",O,O,sentence#537,True,mbert,without_preprocessing
13818,سماهم,"['س', '##ما', '##هم']","['س', '##ما', '##هم']","['س', '##ما', '##هم']",O,O,sentence#537,True,mbert,without_preprocessing
13819,الإرهابيين,"['الا', '##ره', '##اب', '##يين']","['الا', '##ره', '##اب', '##يين']","['الا', '##ره', '##اب', '##يين']",O,O,sentence#537,True,mbert,without_preprocessing
13820,وهي,['وهي'],['وهي'],['وهي'],O,O,sentence#537,True,mbert,without_preprocessing
13821,ليست,['ليست'],['ليست'],['ليست'],O,O,sentence#537,True,mbert,without_preprocessing
13822,ضد,['ضد'],['ضد'],['ضد'],O,O,sentence#537,True,mbert,without_preprocessing
13823,المسلمين,['المسلمين'],['المسلمين'],['المسلمين'],O,O,sentence#537,True,mbert,without_preprocessing
13824,",","[',']","[',']","[',']",O,O,sentence#537,True,mbert,without_preprocessing
13825,وقال,['وقال'],['وقال'],['وقال'],O,O,sentence#537,True,mbert,without_preprocessing
13826,إن,['ان'],['ان'],['ان'],O,O,sentence#537,True,mbert,without_preprocessing
13827,الجميع,"['ال', '##جميع']","['ال', '##جميع']","['ال', '##جميع']",O,O,sentence#537,True,mbert,without_preprocessing
13828,يدرك,"['يد', '##ر', '##ك']","['يد', '##ر', '##ك']","['يد', '##ر', '##ك']",O,O,sentence#537,True,mbert,without_preprocessing
13829,تماما,['تماما'],['تماما'],['تماما'],O,O,sentence#537,True,mbert,without_preprocessing
13830,أن,['ان'],['ان'],['ان'],O,O,sentence#537,True,mbert,without_preprocessing
13831,المسلم,"['ال', '##مس', '##لم']","['ال', '##مس', '##لم']","['ال', '##مس', '##لم']",O,O,sentence#537,True,mbert,without_preprocessing
13832,المؤمن,"['ال', '##مو', '##من']","['ال', '##مو', '##من']","['ال', '##مو', '##من']",O,O,sentence#537,True,mbert,without_preprocessing
13833,لا,['لا'],['لا'],['لا'],O,O,sentence#537,True,mbert,without_preprocessing
13834,يؤذي,"['ي', '##وذ', '##ي']","['ي', '##وذ', '##ي']","['ي', '##وذ', '##ي']",O,O,sentence#537,True,mbert,without_preprocessing
13835,أحدا,"['احد', '##ا']","['احد', '##ا']","['احد', '##ا']",O,O,sentence#537,True,mbert,without_preprocessing
13836,فيها,['فيها'],['فيها'],['فيها'],O,O,sentence#538,True,mbert,without_preprocessing
13837,مسيحية,"['م', '##سي', '##حية']","['م', '##سي', '##حية']","['م', '##سي', '##حية']",O,O,sentence#538,True,mbert,without_preprocessing
13838,مظاهرة,"['م', '##ظ', '##اهرة']","['م', '##ظ', '##اهرة']","['م', '##ظ', '##اهرة']",O,O,sentence#538,True,mbert,without_preprocessing
13839,في,['في'],['في'],['في'],O,O,sentence#538,True,mbert,without_preprocessing
13840,سويسرا,"['سو', '##يس', '##را']","['سو', '##يس', '##را']","['سو', '##يس', '##را']",B-LOC,B-LOC,sentence#538,True,mbert,without_preprocessing
13841,مؤيدة,"['م', '##وي', '##دة']","['م', '##وي', '##دة']","['م', '##وي', '##دة']",O,O,sentence#538,True,mbert,without_preprocessing
13842,لليهود,"['ل', '##لي', '##هود']","['ل', '##لي', '##هود']","['ل', '##لي', '##هود']",O,O,sentence#538,True,mbert,without_preprocessing
13843,خـــيلِ,"['خ', '##ـ', '##ـ', '##ـ', '##يل']","['خ', '##ـ', '##ـ', '##ـ', '##يل']","['خ', '##ـ', '##ـ', '##ـ', '##يل']",O,O,sentence#539,True,mbert,without_preprocessing
13844,والقساوسة,"['و', '##ال', '##ق', '##سا', '##وس', '##ة']","['و', '##ال', '##ق', '##سا', '##وس', '##ة']","['و', '##ال', '##ق', '##سا', '##وس', '##ة']",O,B-PERS,sentence#539,False,mbert,without_preprocessing
13845,يصلون,"['يصل', '##ون']","['يصل', '##ون']","['يصل', '##ون']",O,O,sentence#539,True,mbert,without_preprocessing
13846,من,['من'],['من'],['من'],O,O,sentence#539,True,mbert,without_preprocessing
13847,أجل,['اجل'],['اجل'],['اجل'],O,O,sentence#539,True,mbert,without_preprocessing
13848,إسرائيل,['اسراييل'],['اسراييل'],['اسراييل'],B-LOC,B-LOC,sentence#539,True,mbert,without_preprocessing
13849,النائب,"['ال', '##نا', '##يب']","['ال', '##نا', '##يب']","['ال', '##نا', '##يب']",O,O,sentence#539,True,mbert,without_preprocessing
13850,البرلماني,"['ال', '##برلمان', '##ي']","['ال', '##برلمان', '##ي']","['ال', '##برلمان', '##ي']",O,O,sentence#539,True,mbert,without_preprocessing
13851,السابق,['السابق'],['السابق'],['السابق'],O,O,sentence#539,True,mbert,without_preprocessing
13852,فيرنر,"['في', '##رن', '##ر']","['في', '##رن', '##ر']","['في', '##رن', '##ر']",B-PERS,B-PERS,sentence#539,True,mbert,without_preprocessing
13853,شيرر,"['ش', '##ير', '##ر']","['ش', '##ير', '##ر']","['ش', '##ير', '##ر']",I-PERS,I-PERS,sentence#539,True,mbert,without_preprocessing
13854,من,['من'],['من'],['من'],O,O,sentence#539,True,mbert,without_preprocessing
13855,حزب,['حزب'],['حزب'],['حزب'],B-ORG,B-ORG,sentence#539,True,mbert,without_preprocessing
13856,الاتحاد,['الاتحاد'],['الاتحاد'],['الاتحاد'],I-ORG,I-ORG,sentence#539,True,mbert,without_preprocessing
13857,الديمقراطي,"['ال', '##دي', '##م', '##قر', '##اطي']","['ال', '##دي', '##م', '##قر', '##اطي']","['ال', '##دي', '##م', '##قر', '##اطي']",I-ORG,I-ORG,sentence#539,True,mbert,without_preprocessing
13858,اليميني,"['الي', '##مين', '##ي']","['الي', '##مين', '##ي']","['الي', '##مين', '##ي']",O,I-ORG,sentence#539,False,mbert,without_preprocessing
13859,المتطرف,"['ال', '##مت', '##طر', '##ف']","['ال', '##مت', '##طر', '##ف']","['ال', '##مت', '##طر', '##ف']",O,I-ORG,sentence#539,False,mbert,without_preprocessing
13860,ورئيس,"['و', '##رييس']","['و', '##رييس']","['و', '##رييس']",O,O,sentence#539,True,mbert,without_preprocessing
13861,جمعية,['جمعية'],['جمعية'],['جمعية'],O,O,sentence#539,True,mbert,without_preprocessing
13862,"""","['""']","['""']","['""']",O,O,sentence#539,True,mbert,without_preprocessing
13863,العمل,['العمل'],['العمل'],['العمل'],B-ORG,B-ORG,sentence#539,True,mbert,without_preprocessing
13864,من,['من'],['من'],['من'],I-ORG,I-ORG,sentence#539,True,mbert,without_preprocessing
13865,أجل,['اجل'],['اجل'],['اجل'],I-ORG,I-ORG,sentence#539,True,mbert,without_preprocessing
13866,إسرائيل,['اسراييل'],['اسراييل'],['اسراييل'],I-ORG,I-ORG,sentence#539,True,mbert,without_preprocessing
13867,"""","['""']","['""']","['""']",O,O,sentence#539,True,mbert,without_preprocessing
13868,أبلغ,"['اب', '##لغ']","['اب', '##لغ']","['اب', '##لغ']",O,O,sentence#539,True,mbert,without_preprocessing
13869,المتظاهرين,"['ال', '##مت', '##ظ', '##اهر', '##ين']","['ال', '##مت', '##ظ', '##اهر', '##ين']","['ال', '##مت', '##ظ', '##اهر', '##ين']",O,O,sentence#539,True,mbert,without_preprocessing
13870,بأن,['بان'],['بان'],['بان'],O,O,sentence#539,True,mbert,without_preprocessing
13871,إسرائيل,['اسراييل'],['اسراييل'],['اسراييل'],B-LOC,B-LOC,sentence#539,True,mbert,without_preprocessing
13872,تعيش,['تعيش'],['تعيش'],['تعيش'],O,O,sentence#539,True,mbert,without_preprocessing
13873,اليوم,['اليوم'],['اليوم'],['اليوم'],O,O,sentence#539,True,mbert,without_preprocessing
13874,مرحلة,['مرحلة'],['مرحلة'],['مرحلة'],O,O,sentence#539,True,mbert,without_preprocessing
13875,خطيرة,"['خط', '##يرة']","['خط', '##يرة']","['خط', '##يرة']",O,O,sentence#539,True,mbert,without_preprocessing
13876,وتواجه,"['و', '##تو', '##اج', '##ه']","['و', '##تو', '##اج', '##ه']","['و', '##تو', '##اج', '##ه']",O,O,sentence#539,True,mbert,without_preprocessing
13877,تحديات,"['ت', '##حد', '##يات']","['ت', '##حد', '##يات']","['ت', '##حد', '##يات']",O,O,sentence#539,True,mbert,without_preprocessing
13878,داخلية,"['داخل', '##ية']","['داخل', '##ية']","['داخل', '##ية']",O,O,sentence#539,True,mbert,without_preprocessing
13879,وخارجية,"['و', '##خار', '##جية']","['و', '##خار', '##جية']","['و', '##خار', '##جية']",O,O,sentence#539,True,mbert,without_preprocessing
13880,تفوق,"['ت', '##ف', '##وق']","['ت', '##ف', '##وق']","['ت', '##ف', '##وق']",O,O,sentence#539,True,mbert,without_preprocessing
13881,تلك,['تلك'],['تلك'],['تلك'],O,O,sentence#539,True,mbert,without_preprocessing
13882,التي,['التي'],['التي'],['التي'],O,O,sentence#539,True,mbert,without_preprocessing
13883,واجهتها,"['و', '##اج', '##ه', '##تها']","['و', '##اج', '##ه', '##تها']","['و', '##اج', '##ه', '##تها']",O,O,sentence#539,True,mbert,without_preprocessing
13884,أيام,['ايام'],['ايام'],['ايام'],O,O,sentence#539,True,mbert,without_preprocessing
13885,تأسيسها,"['تاسيس', '##ها']","['تاسيس', '##ها']","['تاسيس', '##ها']",O,O,sentence#539,True,mbert,without_preprocessing
13886,عام,['عام'],['عام'],['عام'],O,O,sentence#539,True,mbert,without_preprocessing
13887,1948,['1948'],['1948'],['1948'],O,O,sentence#539,True,mbert,without_preprocessing
13888,،,['،'],['،'],['،'],O,O,sentence#539,True,mbert,without_preprocessing
13889,وناشد,"['و', '##نا', '##شد']","['و', '##نا', '##شد']","['و', '##نا', '##شد']",O,O,sentence#539,True,mbert,without_preprocessing
13890,المسيحيين,"['ال', '##مس', '##يح', '##يين']","['ال', '##مس', '##يح', '##يين']","['ال', '##مس', '##يح', '##يين']",O,O,sentence#539,True,mbert,without_preprocessing
13891,في,['في'],['في'],['في'],O,O,sentence#539,True,mbert,without_preprocessing
13892,العالم,['العالم'],['العالم'],['العالم'],O,O,sentence#539,True,mbert,without_preprocessing
13893,مساعدتها,"['م', '##ساعد', '##تها']","['م', '##ساعد', '##تها']","['م', '##ساعد', '##تها']",O,O,sentence#539,True,mbert,without_preprocessing
13894,باعتبار,"['با', '##عتبار']","['با', '##عتبار']","['با', '##عتبار']",O,O,sentence#539,True,mbert,without_preprocessing
13895,ذلك,['ذلك'],['ذلك'],['ذلك'],O,O,sentence#539,True,mbert,without_preprocessing
13896,"""","['""']","['""']","['""']",O,O,sentence#539,True,mbert,without_preprocessing
13897,مسؤولية,"['م', '##سو', '##ول', '##ية']","['م', '##سو', '##ول', '##ية']","['م', '##سو', '##ول', '##ية']",O,O,sentence#539,True,mbert,without_preprocessing
13898,وواجبا,"['و', '##واج', '##با']","['و', '##واج', '##با']","['و', '##واج', '##با']",O,O,sentence#539,True,mbert,without_preprocessing
13899,"""","['""']","['""']","['""']",O,O,sentence#539,True,mbert,without_preprocessing
13900,،,['،'],['،'],['،'],O,O,sentence#540,True,mbert,without_preprocessing
13901,رئيس,['رييس'],['رييس'],['رييس'],O,O,sentence#540,True,mbert,without_preprocessing
13902,مركز,['مركز'],['مركز'],['مركز'],B-ORG,O,sentence#540,False,mbert,without_preprocessing
13903,إينتسر,"['اي', '##نت', '##سر']","['اي', '##نت', '##سر']","['اي', '##نت', '##سر']",I-ORG,B-ORG,sentence#540,False,mbert,without_preprocessing
13904,اليهودي,"['اليه', '##ودي']","['اليه', '##ودي']","['اليه', '##ودي']",O,O,sentence#540,True,mbert,without_preprocessing
13905,السويسري,"['ال', '##سو', '##يس', '##ري']","['ال', '##سو', '##يس', '##ري']","['ال', '##سو', '##يس', '##ري']",O,O,sentence#540,True,mbert,without_preprocessing
13906,ماركوس,"['مار', '##كو', '##س']","['مار', '##كو', '##س']","['مار', '##كو', '##س']",B-PERS,B-PERS,sentence#540,True,mbert,without_preprocessing
13907,أرنست,"['ار', '##نس', '##ت']","['ار', '##نس', '##ت']","['ار', '##نس', '##ت']",I-PERS,I-PERS,sentence#540,True,mbert,without_preprocessing
13908,فقد,['فقد'],['فقد'],['فقد'],O,O,sentence#540,True,mbert,without_preprocessing
13909,تحدث,['تحدث'],['تحدث'],['تحدث'],O,O,sentence#540,True,mbert,without_preprocessing
13910,أمام,['امام'],['امام'],['امام'],O,O,sentence#540,True,mbert,without_preprocessing
13911,المتظاهرين,"['ال', '##مت', '##ظ', '##اهر', '##ين']","['ال', '##مت', '##ظ', '##اهر', '##ين']","['ال', '##مت', '##ظ', '##اهر', '##ين']",O,O,sentence#540,True,mbert,without_preprocessing
13912,عما,"['ع', '##ما']","['ع', '##ما']","['ع', '##ما']",O,O,sentence#540,True,mbert,without_preprocessing
13913,وصفها,"['وصف', '##ها']","['وصف', '##ها']","['وصف', '##ها']",O,O,sentence#540,True,mbert,without_preprocessing
13914,بالأسباب,"['بالا', '##سب', '##اب']","['بالا', '##سب', '##اب']","['بالا', '##سب', '##اب']",O,O,sentence#540,True,mbert,without_preprocessing
13915,التي,['التي'],['التي'],['التي'],O,O,sentence#540,True,mbert,without_preprocessing
13916,يجب,['يجب'],['يجب'],['يجب'],O,O,sentence#540,True,mbert,without_preprocessing
13917,على,['على'],['على'],['على'],O,O,sentence#540,True,mbert,without_preprocessing
13918,المسيحيين,"['ال', '##مس', '##يح', '##يين']","['ال', '##مس', '##يح', '##يين']","['ال', '##مس', '##يح', '##يين']",O,O,sentence#540,True,mbert,without_preprocessing
13919,من,['من'],['من'],['من'],O,O,sentence#540,True,mbert,without_preprocessing
13920,خلالها,"['خلال', '##ها']","['خلال', '##ها']","['خلال', '##ها']",O,O,sentence#540,True,mbert,without_preprocessing
13921,دعم,"['د', '##عم']","['د', '##عم']","['د', '##عم']",O,O,sentence#540,True,mbert,without_preprocessing
13922,اليهود,"['اليه', '##ود']","['اليه', '##ود']","['اليه', '##ود']",O,O,sentence#540,True,mbert,without_preprocessing
13923,في,['في'],['في'],['في'],O,O,sentence#540,True,mbert,without_preprocessing
13924,إسرائيل,['اسراييل'],['اسراييل'],['اسراييل'],B-LOC,B-LOC,sentence#540,True,mbert,without_preprocessing
13925,و,['و'],['و'],['و'],O,O,sentence#540,True,mbert,without_preprocessing
13926,"""","['""']","['""']","['""']",O,O,sentence#540,True,mbert,without_preprocessing
13927,الشتات,"['ال', '##شت', '##ات']","['ال', '##شت', '##ات']","['ال', '##شت', '##ات']",O,B-LOC,sentence#540,False,mbert,without_preprocessing
13928,"""","['""']","['""']","['""']",O,O,sentence#540,True,mbert,without_preprocessing
13929,السرعة,"['ال', '##سرعة']","['ال', '##سرعة']","['ال', '##سرعة']",O,O,sentence#541,True,mbert,without_preprocessing
13930,بين,['بين'],['بين'],['بين'],O,O,sentence#541,True,mbert,without_preprocessing
13931,تلك,['تلك'],['تلك'],['تلك'],O,O,sentence#541,True,mbert,without_preprocessing
13932,الأسباب,"['الا', '##سب', '##اب']","['الا', '##سب', '##اب']","['الا', '##سب', '##اب']",O,O,sentence#541,True,mbert,without_preprocessing
13933,"""","['""']","['""']","['""']",O,O,sentence#541,True,mbert,without_preprocessing
13934,أن,['ان'],['ان'],['ان'],O,O,sentence#541,True,mbert,without_preprocessing
13935,أبناء,['ابناء'],['ابناء'],['ابناء'],O,O,sentence#541,True,mbert,without_preprocessing
13936,إسرائيل,['اسراييل'],['اسراييل'],['اسراييل'],B-LOC,B-LOC,sentence#541,True,mbert,without_preprocessing
13937,سيأتي,"['سي', '##اتي']","['سي', '##اتي']","['سي', '##اتي']",O,O,sentence#541,True,mbert,without_preprocessing
13938,منهم,['منهم'],['منهم'],['منهم'],O,O,sentence#541,True,mbert,without_preprocessing
13939,الخير,"['ال', '##خ', '##ير']","['ال', '##خ', '##ير']","['ال', '##خ', '##ير']",O,O,sentence#541,True,mbert,without_preprocessing
13940,للعالم,"['ل', '##ل', '##عا', '##لم']","['ل', '##ل', '##عا', '##لم']","['ل', '##ل', '##عا', '##لم']",O,O,sentence#541,True,mbert,without_preprocessing
13941,"""","['""']","['""']","['""']",O,O,sentence#541,True,mbert,without_preprocessing
13942,،,['،'],['،'],['،'],O,O,sentence#541,True,mbert,without_preprocessing
13943,مستندا,"['م', '##ستند', '##ا']","['م', '##ستند', '##ا']","['م', '##ستند', '##ا']",O,O,sentence#541,True,mbert,without_preprocessing
13944,في,['في'],['في'],['في'],O,O,sentence#541,True,mbert,without_preprocessing
13945,ذلك,['ذلك'],['ذلك'],['ذلك'],O,O,sentence#541,True,mbert,without_preprocessing
13946,إلى,['الى'],['الى'],['الى'],O,O,sentence#541,True,mbert,without_preprocessing
13947,"""","['""']","['""']","['""']",O,O,sentence#541,True,mbert,without_preprocessing
13948,حديث,"['حد', '##يث']","['حد', '##يث']","['حد', '##يث']",O,O,sentence#541,True,mbert,without_preprocessing
13949,للسيد,"['ل', '##لس', '##يد']","['ل', '##لس', '##يد']","['ل', '##لس', '##يد']",O,O,sentence#541,True,mbert,without_preprocessing
13950,المسيح,"['ال', '##مس', '##يح']","['ال', '##مس', '##يح']","['ال', '##مس', '##يح']",B-PERS,O,sentence#541,False,mbert,without_preprocessing
13951,عليه,['عليه'],['عليه'],['عليه'],O,O,sentence#541,True,mbert,without_preprocessing
13952,السلام,['السلام'],['السلام'],['السلام'],O,O,sentence#541,True,mbert,without_preprocessing
13953,"""","['""']","['""']","['""']",O,O,sentence#541,True,mbert,without_preprocessing
13954,،,['،'],['،'],['،'],O,O,sentence#541,True,mbert,without_preprocessing
13955,وأشار,"['و', '##اش', '##ار']","['و', '##اش', '##ار']","['و', '##اش', '##ار']",O,O,sentence#541,True,mbert,without_preprocessing
13956,إلى,['الى'],['الى'],['الى'],O,O,sentence#541,True,mbert,without_preprocessing
13957,ما,['ما'],['ما'],['ما'],O,O,sentence#541,True,mbert,without_preprocessing
13958,سماه,"['س', '##ما', '##ه']","['س', '##ما', '##ه']","['س', '##ما', '##ه']",O,O,sentence#541,True,mbert,without_preprocessing
13959,حق,['حق'],['حق'],['حق'],O,O,sentence#541,True,mbert,without_preprocessing
13960,إسرائيل,['اسراييل'],['اسراييل'],['اسراييل'],B-LOC,B-LOC,sentence#541,True,mbert,without_preprocessing
13961,في,['في'],['في'],['في'],O,O,sentence#541,True,mbert,without_preprocessing
13962,"""","['""']","['""']","['""']",O,O,sentence#541,True,mbert,without_preprocessing
13963,أرض,['ارض'],['ارض'],['ارض'],O,O,sentence#541,True,mbert,without_preprocessing
13964,الميعاد,"['ال', '##مي', '##عاد']","['ال', '##مي', '##عاد']","['ال', '##مي', '##عاد']",O,O,sentence#541,True,mbert,without_preprocessing
13965,"""","['""']","['""']","['""']",O,O,sentence#541,True,mbert,without_preprocessing
13966,وأن,['وان'],['وان'],['وان'],O,O,sentence#541,True,mbert,without_preprocessing
13967,دعمها,"['د', '##عم', '##ها']","['د', '##عم', '##ها']","['د', '##عم', '##ها']",O,O,sentence#541,True,mbert,without_preprocessing
13968,واجب,"['و', '##اج', '##ب']","['و', '##اج', '##ب']","['و', '##اج', '##ب']",O,O,sentence#541,True,mbert,without_preprocessing
13969,مقدس,['مقدس'],['مقدس'],['مقدس'],O,O,sentence#541,True,mbert,without_preprocessing
13970,استنادا,"['است', '##نا', '##دا']","['است', '##نا', '##دا']","['است', '##نا', '##دا']",O,O,sentence#541,True,mbert,without_preprocessing
13971,إلى,['الى'],['الى'],['الى'],O,O,sentence#541,True,mbert,without_preprocessing
13972,التعاليم,"['ال', '##ت', '##عا', '##ليم']","['ال', '##ت', '##عا', '##ليم']","['ال', '##ت', '##عا', '##ليم']",O,O,sentence#541,True,mbert,without_preprocessing
13973,الدينية,['الدينية'],['الدينية'],['الدينية'],O,O,sentence#541,True,mbert,without_preprocessing
13974,المقدسة,"['ال', '##م', '##قد', '##سة']","['ال', '##م', '##قد', '##سة']","['ال', '##م', '##قد', '##سة']",O,O,sentence#541,True,mbert,without_preprocessing
13975,بما,['بما'],['بما'],['بما'],O,O,sentence#542,True,mbert,without_preprocessing
13976,أيد,"['اي', '##د']","['اي', '##د']","['اي', '##د']",O,O,sentence#542,True,mbert,without_preprocessing
13977,القس,"['ال', '##ق', '##س']","['ال', '##ق', '##س']","['ال', '##ق', '##س']",O,O,sentence#542,True,mbert,without_preprocessing
13978,البروتستانتي,"['ال', '##بر', '##وت', '##ستان', '##تي']","['ال', '##بر', '##وت', '##ستان', '##تي']","['ال', '##بر', '##وت', '##ستان', '##تي']",O,O,sentence#542,True,mbert,without_preprocessing
13979,كريستوف,"['ك', '##ريس', '##تو', '##ف']","['ك', '##ريس', '##تو', '##ف']","['ك', '##ريس', '##تو', '##ف']",B-PERS,B-PERS,sentence#542,True,mbert,without_preprocessing
13980,مايستر,"['ما', '##يس', '##تر']","['ما', '##يس', '##تر']","['ما', '##يس', '##تر']",I-PERS,I-PERS,sentence#542,True,mbert,without_preprocessing
13981,من,['من'],['من'],['من'],O,O,sentence#542,True,mbert,without_preprocessing
13982,بازل,"['باز', '##ل']","['باز', '##ل']","['باز', '##ل']",O,O,sentence#542,True,mbert,without_preprocessing
13983,هذه,['هذه'],['هذه'],['هذه'],O,O,sentence#542,True,mbert,without_preprocessing
